alpha = 0.4600	alpha = 0.4600
gamma = 20.0000	gamma = 20.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 634859622	seed = 38370871
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.80125	0	0.7781	0.71685	0.9999	0.4995
0.7973	1.0158	0.778	0.7215	0.9999	0.50165
0.7909	2.0446	0.7779	0.72375	0.9999	0.4943
0.78915	3.0884	0.7779	0.7278	0.9999	0.5015
0.7853	4.1529	0.7778	0.72895	0.9999	0.4966
0.7819	5.2358	0.7777	0.7309	0.9999	0.4971
0.77955	6.3336	0.7776	0.73225	0.9999	0.49915
0.7793	7.4505	0.7775	0.73355	0.9999	0.50055
0.7684	8.5808	0.7775	0.7376	0.9999	0.489
0.7711	9.7267	0.7774	0.7378	0.9999	0.4987
0.768	10.8955	0.7773	0.73725	0.9999	0.49505
0.76315	12.0773	0.7772	0.74005	0.9999	0.49885
0.75965	13.2854	0.7772	0.73965	0.9999	0.4983
0.75325	14.5093	0.7771	0.737	0.9999	0.4888
0.74785	15.7676	0.777	0.72895	0.9999	0.49005
0.74755	17.0466	0.7769	0.70585	0.9999	0.4916
0.74125	18.3446	0.7768	0.657	0.9999	0.48465
0.74155	19.6791	0.7766	0.577	0.9999	0.48775
0.73895	21.056	0.7765	0.4744	0.9999	0.48585
0.7415	22.4862	0.7762	0.39565	0.9999	0.4824
0.7449	23.9882	0.7758	0.34905	0.9999	0.48785
0.75645	25.5723	0.7757	0.33195	0.9999	0.4949
0.7548	27.2574	0.7754	0.31725	0.9999	0.497
0.76245	29.0599	0.7754	0.3169	0.9999	0.494
0.7709	30.9437	0.77525	0.31745	0.9999	0.49925
0.77785	33.0185	0.7751	0.32115	0.9999	0.49915
0.78655	35.2202	0.775	0.32645	0.9999	0.50225
0.7982	37.6346	0.7747	0.3332	0.9999	0.50915
0.8093	40.296	0.7746	0.3421	0.9999	0.51465
0.81285	43.2142	0.77435	0.3444	0.9999	0.5122
0.82455	46.5107	0.77405	0.35655	0.9999	0.50775
0.8384	50.1094	0.7738	0.3706	0.9999	0.50885
0.8514	54.3499	0.7735	0.38085	0.9999	0.5143
0.86975	59.2752	0.77315	0.39705	0.9999	0.5239
0.8771	65.0425	0.7727	0.40605	0.9999	0.5229
0.89795	72.043	0.7722	0.4253	0.9999	0.53585
0.91245	81.0373	0.77155	0.44365	0.9999	0.5215
0.9306	93.2695	0.7706	0.4619	0.9999	0.52775
0.95555	112.167	0.7693	0.4866	0.9999	0.54865
0.9772	151.109	0.7667	0.51045	0.9999	0.542
