alpha = 0.4600	alpha = 0.4600
gamma = 10.0000	gamma = 10.0000
prob.endemic = 0.5000	prob.endemic = 0.5000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1241399368	seed = 1247974083
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.7482	0	0.8393	0.75615	0.9999	0.49765
0.74795	1.0115	0.82635	0.7551	0.9999	0.49915
0.74685	2.0357	0.8462	0.75485	0.9999	0.4992
0.7438	3.0704	0.87755	0.7526	0.9999	0.4974
0.73995	4.1196	0.95835	0.75275	0.9999	0.499
0.7368	5.1758	0.9225	0.74905	0.9999	0.4915
0.73465	6.2511	0.9312	0.7419	0.9999	0.4936
0.7334	7.3302	0.8907	0.728	0.9999	0.49625
0.72545	8.435	0.7891	0.69445	0.9999	0.497
0.72315	9.5496	0.7766	0.6046	0.9999	0.4878
0.7254	10.6926	0.7765	0.47005	0.9999	0.4895
0.7231	11.8627	0.6764	0.37325	0.9999	0.487
0.7271	13.0819	0.62815	0.3362	0.9999	0.4863
0.73515	14.339	0.64325	0.3204	0.9999	0.4928
0.734	15.6717	0.57535	0.3068	0.9999	0.4959
0.74415	17.0409	0.6087	0.30355	0.9999	0.50505
0.7459	18.4683	0.66805	0.3008	0.9999	0.5011
0.74755	19.9727	0.6895	0.2983	0.9999	0.499
0.75	21.5608	0.7532	0.29655	0.9999	0.50075
0.76735	23.2129	0.7751	0.30515	0.9999	0.51365
0.7678	24.9778	0.775	0.3054	0.9999	0.50835
0.7765	26.851	0.7748	0.31145	0.9999	0.5102
0.78245	28.8165	0.7747	0.3135	0.9999	0.5172
0.78475	30.9284	0.77455	0.31815	0.9999	0.50925
0.78805	33.1974	0.77435	0.3187	0.9999	0.51005
0.80045	35.6441	0.77415	0.32885	0.9999	0.51785
0.80395	38.2831	0.77395	0.33385	0.9999	0.5143
0.8134	41.1733	0.7737	0.34445	0.9999	0.50755
0.8282	44.3499	0.7735	0.3555	0.9999	0.52105
0.833	47.8715	0.7732	0.3584	0.9999	0.5236
0.84	51.7491	0.7729	0.3681	0.9999	0.5173
0.85245	56.0812	0.7726	0.38125	0.9999	0.5186
0.86825	61.1104	0.7722	0.39245	0.9999	0.5371
0.8768	66.9025	0.77175	0.40335	0.9999	0.5265
0.8911	73.7628	0.77125	0.418	0.9999	0.5332
0.91035	81.9957	0.7706	0.4375	0.9999	0.54165
0.92295	92.564	0.7699	0.4513	0.9999	0.54005
0.94575	107.131	0.76885	0.4738	0.9999	0.56215
0.9623	129.215	0.7673	0.4921	0.9999	0.5641
0.9807	174.891	0.76435	0.5111	0.9999	0.5839
