alpha = 0.4600	alpha = 0.4600
gamma = 15.0000	gamma = 15.0000
prob.endemic = 0.9000	prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1047953504	seed = 79431420
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.95005	0	0.7777	0.58385	0.9999	0.49485
0.9466	1.022	0.7776	0.5865	0.9999	0.49535
0.948	2.0701	0.7775	0.5854	0.9999	0.49935
0.94665	3.1391	0.7775	0.5869	0.9999	0.49565
0.9449	4.2311	0.7774	0.5877	0.9999	0.499
0.9431	5.3534	0.7773	0.5883	0.9999	0.4882
0.94205	6.507	0.7772	0.58935	0.9999	0.499
0.94275	7.6813	0.7772	0.5875	0.9999	0.48595
0.94075	8.8964	0.77705	0.5892	0.9999	0.5051
0.93855	10.1469	0.7769	0.58835	0.9999	0.4894
0.93755	11.4233	0.7768	0.5848	0.9999	0.49915
0.9358	12.7309	0.7768	0.57895	0.9999	0.50085
0.9343	14.1067	0.7766	0.5594	0.9999	0.484
0.93025	15.5096	0.7765	0.53245	0.9999	0.47575
0.9341	16.9506	0.7764	0.5101	0.9999	0.49835
0.937	18.4779	0.7762	0.495	0.9999	0.4983
0.93755	20.0425	0.7761	0.48745	0.9999	0.49785
0.93405	21.6915	0.776	0.4814	0.9999	0.4844
0.94295	23.4208	0.7758	0.48565	0.9999	0.51065
0.94325	25.2233	0.7758	0.48535	0.9999	0.4985
0.94855	27.1239	0.7756	0.48775	0.9999	0.5174
0.9473	29.1566	0.7754	0.4874	0.9999	0.50415
0.95065	31.3063	0.7752	0.4907	0.9999	0.50265
0.9544	33.555	0.7751	0.49215	0.9999	0.51485
0.9569	35.9743	0.7749	0.4952	0.9999	0.50675
0.95825	38.5672	0.7747	0.49695	0.9999	0.49855
0.96335	41.3511	0.77445	0.50155	0.9999	0.50505
0.9687	44.3224	0.7743	0.50605	0.9999	0.5182
0.9723	47.5451	0.774	0.5089	0.9999	0.5255
0.97035	51.0806	0.7737	0.507	0.9999	0.52265
0.97505	55.0314	0.7734	0.51065	0.9999	0.5436
0.97665	59.4017	0.7731	0.51275	0.9999	0.537
0.98185	64.3125	0.7727	0.51715	0.9999	0.56
0.9812	69.9338	0.7723	0.5182	0.9999	0.5183
0.9825	76.4581	0.7718	0.51905	0.9999	0.5201
0.9881	84.4684	0.77125	0.5244	0.9999	0.5398
0.9896	94.398	0.7705	0.5254	0.9999	0.5533
0.99245	107.869	0.7695	0.5287	0.9999	0.5199
0.9961	127.93	0.76805	0.53165	0.9999	0.5491
0.9976	168.307	0.7653	0.53215	0.9999	0.51985
