alpha = 0.3600	alpha = 0.3600
gamma = 0.0000	gamma = 0.0000
prob.endemic = 0.8000	prob.endemic = 0.8000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 855916484	seed = 120070760
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.9022	0	1.0217	0.64	0.9999	0.4921
0.89815	1.0199	1.0215	0.58545	0.9999	0.5004
0.90225	2.0712	1.0214	0.56425	0.9999	0.4972
0.9087	3.1494	1.0213	0.55715	0.9999	0.5129
0.9066	4.2649	1.0212	0.548	0.9999	0.50585
0.9094	5.4036	1.0211	0.54615	0.9999	0.51185
0.9189	6.5801	1.0209	0.5495	0.9999	0.5304
0.9182	7.8176	1.0208	0.5487	0.9999	0.5206
0.923	9.0816	1.0207	0.55175	0.9999	0.52125
0.92485	10.4089	1.0206	0.55115	0.9999	0.53245
0.92745	11.7674	1.0204	0.5537	0.9999	0.53205
0.93185	13.1799	1.0203	0.5577	0.9999	0.5303
0.9341	14.6416	1.0201	0.55885	0.9999	0.53545
0.9398	16.1834	1.02	0.56425	0.9999	0.5403
0.9423	17.7803	1.0198	0.56655	0.9999	0.54305
0.9433	19.4657	1.0196	0.5666	0.9999	0.5483
0.94605	21.214	1.0195	0.5703	0.9999	0.5394
0.9496	23.0208	1.0193	0.57415	0.9999	0.55025
0.9514	24.9209	1.0191	0.57835	0.9999	0.53085
0.9583	26.9277	1.0189	0.58515	0.9999	0.54525
0.96045	29.0385	1.0187	0.58675	0.9999	0.562
0.96245	31.3049	1.01845	0.58895	0.9999	0.55825
0.9652	33.6808	1.0182	0.59275	0.9999	0.5597
0.9696	36.2313	1.018	0.597	0.9999	0.5729
0.96915	38.9025	1.0177	0.59945	0.9999	0.5352
0.9725	41.8016	1.0174	0.6012	0.9999	0.56925
0.97465	44.8649	1.0171	0.6049	0.9999	0.5555
0.9774	48.1891	1.0168	0.6085	0.9999	0.55395
0.98225	51.8262	1.0164	0.61205	0.9999	0.6126
0.98525	55.7866	1.0159	0.616	0.9999	0.60745
0.98515	60.1776	1.0155	0.61755	0.9999	0.57235
0.9879	65.0804	1.01505	0.6205	0.9999	0.5983
0.99045	70.5733	1.0145	0.6228	0.9999	0.6266
0.9908	76.9688	1.0139	0.62405	0.9999	0.60495
0.9936	84.3632	1.0132	0.62735	0.9999	0.63125
0.99485	93.1944	1.0123	0.6289	0.9999	0.62665
0.9954	104.389	1.0113	0.6298	0.9999	0.59035
0.99775	119.246	1.00985	0.63145	0.9999	0.71735
0.99885	141.409	1.0077	0.6328	0.9999	0.7514
0.9996	185.884	1.00375	0.63235	0.9999	0.85405
