alpha = 0.7700	alpha = 0.7700
gamma = 10.0000	gamma = 10.0000
prob.endemic = 0.7000	prob.endemic = 0.7000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1819761690	seed = 2070240191
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.85105	0	0.2616	0.43275	0.9999	0.50745
0.84425	1.0189	0.2616	0.43765	0.9999	0.49805
0.8409	2.0565	0.2616	0.439	0.9999	0.49895
0.8406	3.1152	0.2615	0.43515	0.9999	0.4995
0.83855	4.1906	0.2615	0.43185	0.9999	0.49505
0.83515	5.2925	0.2615	0.4222	0.9999	0.48695
0.8338	6.4115	0.2615	0.409	0.9999	0.4863
0.82705	7.5578	0.2614	0.38695	0.9999	0.4791
0.8319	8.7326	0.2614	0.3278	0.9999	0.49175
0.82445	9.9319	0.2614	0.2586	0.9999	0.47885
0.8249	11.1615	0.2613	0.19965	0.9999	0.48165
0.82415	12.4408	0.2613	0.1773	0.9999	0.48205
0.82785	13.7709	0.2612	0.16995	0.9999	0.49095
0.8294	15.1571	0.2612	0.16655	0.9999	0.48475
0.83065	16.5952	0.2612	0.16405	0.9999	0.4865
0.82755	18.0941	0.2611	0.16165	0.9999	0.4864
0.83135	19.645	0.2611	0.16105	0.9999	0.4912
0.8306	21.2732	0.261	0.1612	0.9999	0.4763
0.8355	22.9753	0.261	0.16095	0.9999	0.4927
0.8347	24.7429	0.2609	0.16085	0.9999	0.48255
0.83605	26.6203	0.2609	0.16035	0.9999	0.4864
0.8372	28.5665	0.2608	0.1606	0.9999	0.4854
0.84075	30.6646	0.2608	0.1617	0.9999	0.48645
0.83655	32.8716	0.2607	0.1599	0.9999	0.48375
0.8456	35.2075	0.2607	0.16335	0.9999	0.4852
0.84235	37.7009	0.2606	0.16145	0.9999	0.4863
0.84835	40.3609	0.2605	0.1632	0.9999	0.49325
0.85085	43.2481	0.2604	0.16505	0.9999	0.48265
0.8569	46.3783	0.2603	0.1655	0.9999	0.50415
0.85505	49.8163	0.2602	0.16525	0.9999	0.494
0.8595	53.564	0.2601	0.16765	0.9999	0.48985
0.8614	57.7535	0.26	0.1681	0.9999	0.49115
0.86375	62.4373	0.2599	0.16955	0.9999	0.4869
0.8687	67.8245	0.2597	0.17095	0.9999	0.49255
0.8725	74.0987	0.2596	0.1714	0.9999	0.50055
0.8838	81.6061	0.2594	0.17625	0.9999	0.501
0.88075	91.1245	0.2591	0.1758	0.9999	0.48925
0.88815	103.873	0.2588	0.1781	0.9999	0.49755
0.90465	122.769	0.2583	0.18515	0.9999	0.4971
0.9236	161.267	0.25735	0.19335	0.9999	0.4891
