alpha = 0.1000	alpha = 0.1000
gamma = 20.0000	gamma = 20.0000
prob.endemic = 0.5000	prob.endemic = 0.5000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1198232774	seed = 1754309881
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.7555	0	2.3072	0.94915	0.9999	0.5074
0.75215	1.0095	2.307	0.949	0.9999	0.49985
0.7443	2.0276	3.24735	0.9502	0.9999	0.4973
0.7426	3.0598	4.8979	0.9514	0.9999	0.50695
0.7356	4.0986	5.3368	0.95185	0.9999	0.49875
0.7338	5.1502	5.58355	0.952	0.9999	0.4972
0.7333	6.2083	5.46055	0.95195	0.9999	0.4963
0.73245	7.2818	5.9157	0.9526	0.9999	0.5031
0.7292	8.3668	6.53265	0.9531	0.9999	0.5015
0.7199	9.4689	6.63625	0.9536	0.9999	0.4901
0.7288	10.5738	5.20525	0.95285	0.9999	0.50175
0.71465	11.6912	6.15045	0.9541	0.9999	0.4903
0.712	12.8137	5.94815	0.95445	0.9999	0.4918
0.7172	13.9539	5.07855	0.95405	0.9999	0.50215
0.7129	15.1012	4.10205	0.953	0.9999	0.4966
0.7075	16.2571	3.74905	0.9521	0.9999	0.49775
0.711	17.4227	2.7581	0.9436	0.9999	0.4951
0.7028	18.6084	2.3033	0.9217	0.9999	0.49655
0.7029	19.8135	2.3026	0.85885	0.9999	0.49205
0.70825	21.056	2.3024	0.76805	0.9999	0.5016
0.72675	22.3796	2.3006	0.67065	0.9999	0.51345
0.7443	23.8296	1.87675	0.60795	0.9999	0.5263
0.77975	25.4476	2.2994	0.60225	0.9999	0.55495
0.8103	27.3037	2.29995	0.61835	0.9999	0.5653
0.8436	29.3965	2.2996	0.6494	0.9999	0.5871
0.87825	31.8045	2.2991	0.6878	0.9999	0.62125
0.9098	34.5494	2.2987	0.73215	0.9999	0.646
0.93215	37.7135	2.2981	0.7652	0.9999	0.6705
0.9534	41.3687	2.2973	0.8011	0.9999	0.7065
0.9666	45.4607	2.2965	0.82635	0.9999	0.7228
0.98115	50.1056	2.2955	0.8515	0.9999	0.78025
0.98925	55.4716	2.2944	0.8692	0.9999	0.8184
0.99485	61.5484	2.2932	0.88335	0.9999	0.85445
0.99675	68.6297	2.2916	0.887	0.9999	0.89015
0.99875	77.0179	2.2897	0.89305	0.9999	0.92795
0.9995	87.0182	2.2874	0.89545	0.9999	0.9661
0.99975	99.4266	2.2848	0.89705	0.9999	0.98265
0.9999	116.038	2.2813	0.89685	0.9999	0.9905
0.9999	140.737	2.27615	0.89685	0.9999	0.9968
0.9999	190.372	2.26625	0.8958	0.9999	0.9953
