alpha = 0.4600	alpha = 0.4600
gamma = 20.0000	gamma = 20.0000
prob.endemic = 0.1000	prob.endemic = 0.1000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 2052162058	seed = 701328241
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.5568	0	73681.5	0.9362	0.9999	0.5038
0.54695	1.0033	65846.7	0.9411	0.9999	0.49825
0.5486	2.0095	35555.1	0.94065	0.9999	0.5001
0.5487	3.0192	16614.5	0.9392	0.9999	0.5007
0.54235	4.0325	14799.9	0.93995	0.9999	0.4944
0.5391	5.0484	7471.03	0.9421	0.9999	0.49565
0.54565	6.0666	2694.35	0.9403	0.9999	0.5023
0.54205	7.0887	2006.34	0.93965	0.9999	0.49905
0.53825	8.1154	1130.4	0.9389	0.9999	0.49505
0.534	9.1424	735.549	0.93815	0.9999	0.492
0.5368	10.1718	303.504	0.93815	0.9999	0.49815
0.53935	11.2054	155.802	0.93495	0.9999	0.49985
0.5358	12.2439	95.219	0.9315	0.9999	0.4968
0.5296	13.2869	53.4181	0.92895	0.9999	0.49165
0.52905	14.3371	27.6867	0.92135	0.9999	0.49065
0.5222	15.3874	15.6575	0.91355	0.9999	0.4852
0.52365	16.4411	7.328	0.89775	0.9999	0.4858
0.52475	17.5023	3.50055	0.86565	0.9999	0.4899
0.5199	18.5703	1.7526	0.793	0.9999	0.4845
0.5183	19.6554	0.7766	0.6333	0.9999	0.48445
0.51085	20.7643	0.7765	0.40175	0.9999	0.47475
0.51665	21.9046	0.26655	0.24595	0.9999	0.4816
0.5253	23.0982	0.12555	0.18415	0.9999	0.48655
0.5245	24.3541	0.054	0.1461	0.9999	0.4872
0.5303	25.6894	0.02455	0.1272	0.9999	0.4918
0.534	27.1318	0.011	0.11255	0.9999	0.49395
0.5419	28.6549	0.00495	0.1044	0.9999	0.5022
0.54595	30.3028	0.0021	0.09865	0.9999	0.50305
0.54065	32.0734	0.00065	0.0896	0.9999	0.49885
0.538	34.0153	0.0002	0.0839	0.9999	0.4947
0.5485	36.1943	0.0001	0.08345	0.9999	0.5034
0.55905	38.5884	0	0.08815	0.9999	0.5089
0.56355	41.3096	0	0.08615	0.9999	0.5119
0.5696	44.4246	0	0.0881	0.9999	0.5133
0.5689	48.1073	0	0.09085	0.9999	0.5056
0.5853	52.5376	0	0.0952	0.9999	0.5196
0.5944	58.2913	0	0.10475	0.9999	0.5188
0.61835	66.1038	0	0.1253	0.9999	0.52405
0.64695	78.3833	0	0.15185	0.9999	0.53025
0.72615	106.709	0.00055	0.2315	0.9999	0.541
