alpha = 1.0000	alpha = 1.0000
gamma = 15.0000	gamma = 15.0000
prob.endemic = 0.1000	prob.endemic = 0.1000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 610051870	seed = 1249237710
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.55125	0	0	0	0.9999	0.5032
0.5437	1.0255	0	0	0.9999	0.4925
0.55195	2.0822	0	0	0.9999	0.50295
0.54675	3.1629	0	0	0.9999	0.4983
0.54825	4.2711	0	0	0.9999	0.49645
0.5556	5.412	0	0	0.9999	0.50435
0.55275	6.5907	0	0	0.9999	0.5022
0.5507	7.8048	0	0	0.9999	0.50045
0.5526	9.0633	0	0	0.9999	0.50325
0.5472	10.3495	0	0	0.9999	0.49795
0.55065	11.6857	0	0	0.9999	0.4976
0.55295	13.0722	0	0	0.9999	0.5064
0.55355	14.4995	0	0	0.9999	0.50665
0.55005	15.9807	0	0	0.9999	0.49915
0.5519	17.5146	0	0	0.9999	0.50135
0.5476	19.1113	0	0	0.9999	0.49805
0.5516	20.8002	0	0	0.9999	0.4997
0.553	22.5403	0	0	0.9999	0.50205
0.5525	24.3437	0	0	0.9999	0.50175
0.55715	26.2638	0	0	0.9999	0.5033
0.5486	28.2621	0	0	0.9999	0.4992
0.553	30.3312	0	0	0.9999	0.50045
0.55125	32.5512	0	0	0.9999	0.49985
0.55595	34.9304	0	0	0.9999	0.50745
0.54605	37.4229	0	0	0.9999	0.49615
0.5483	40.0772	0	0	0.9999	0.4976
0.5562	42.9322	0	0	0.9999	0.50465
0.55055	45.9807	0	0	0.9999	0.5012
0.5586	49.2872	0	0	0.9999	0.50775
0.54655	52.8884	0	0	0.9999	0.4983
0.54245	56.867	0	0	0.9999	0.4946
0.5483	61.2431	0	0	0.9999	0.49735
0.54715	66.2357	0	0	0.9999	0.49755
0.54595	71.9265	0	0	0.9999	0.49485
0.54695	78.5988	0	0	0.9999	0.498
0.546	86.7103	0	0	0.9999	0.496
0.5512	96.6272	0	0	0.9999	0.50025
0.54575	109.878	0	0	0.9999	0.49595
0.55575	129.768	0	0	0.9999	0.50305
0.54685	169.845	0	0	0.9999	0.49765
