alpha = 0.2200	alpha = 0.2200
gamma = 10.0000	gamma = 10.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 883619395	seed = 1897205910
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.8021	0	1.5156	0.86365	0.9999	0.50095
0.79575	1.0126	1.5155	0.86525	0.9999	0.4973
0.79665	2.0351	1.5153	0.86445	0.9999	0.49615
0.7956	3.0696	1.5152	0.86425	0.9999	0.4969
0.7913	4.1236	1.515	0.8653	0.9999	0.4972
0.7878	5.1849	1.5149	0.86465	0.9999	0.49425
0.7796	6.2614	1.5147	0.8655	0.9999	0.49075
0.7806	7.3522	1.5146	0.8608	0.9999	0.49215
0.7758	8.4578	1.5144	0.8475	0.9999	0.4859
0.7728	9.5856	1.5143	0.80135	0.9999	0.49375
0.77435	10.7301	1.51405	0.7023	0.9999	0.4942
0.78465	11.9119	1.5137	0.60825	0.9999	0.49415
0.78845	13.1488	1.5135	0.56275	0.9999	0.49905
0.80365	14.4501	1.5132	0.54995	0.9999	0.51445
0.81455	15.812	1.5131	0.54605	0.9999	0.5224
0.8218	17.2678	1.5128	0.5429	0.9999	0.5298
0.8325	18.81	1.5126	0.5501	0.9999	0.52695
0.84845	20.421	1.5123	0.5648	0.9999	0.53765
0.8553	22.1619	1.512	0.56755	0.9999	0.5437
0.86625	24.0295	1.5119	0.58105	0.9999	0.5416
0.88305	26.043	1.5116	0.59965	0.9999	0.5597
0.89315	28.1968	1.5112	0.6136	0.9999	0.5613
0.90355	30.5291	1.5108	0.6244	0.9999	0.57705
0.9178	33.0477	1.5105	0.64765	0.9999	0.57555
0.92875	35.7747	1.51	0.6592	0.9999	0.59295
0.93885	38.7296	1.5096	0.67555	0.9999	0.5952
0.94665	41.9568	1.5091	0.68795	0.9999	0.5975
0.9553	45.4934	1.5087	0.69985	0.9999	0.6178
0.96465	49.4359	1.5081	0.71775	0.9999	0.6074
0.97275	53.7794	1.5075	0.7316	0.9999	0.6118
0.9787	58.4766	1.5069	0.7407	0.9999	0.63435
0.9857	63.787	1.50605	0.7496	0.9999	0.6824
0.989	69.8633	1.50515	0.75655	0.9999	0.6922
0.9907	76.8197	1.5042	0.76005	0.9999	0.6989
0.9956	85.0806	1.503	0.76795	0.9999	0.77025
0.99715	95.1646	1.50155	0.7715	0.9999	0.7721
0.99815	107.31	1.49975	0.7728	0.9999	0.81245
0.9993	123.723	1.4974	0.77405	0.9999	0.87415
0.99945	148.634	1.49405	0.7744	0.9999	0.8673
0.9998	197.844	1.4875	0.7732	0.9999	0.95505
