alpha = 0.1300	alpha = 0.1300
gamma = 5.0000	gamma = 5.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 2008995464	seed = 1177211186
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.80235	0	2.0412	0.9176	0.9999	0.4962
0.7933	1.0114	2.041	0.9195	0.9999	0.50175
0.7948	2.0323	2.0408	0.91825	0.9999	0.506
0.7976	3.0637	2.0406	0.91385	0.9999	0.50035
0.7916	4.108	2.0404	0.9044	0.9999	0.4965
0.78775	5.1729	2.0402	0.8476	0.9999	0.4966
0.7936	6.2535	2.0398	0.7326	0.9999	0.4987
0.80215	7.3836	2.0396	0.6741	0.9999	0.51545
0.81535	8.5667	2.0394	0.6506	0.9999	0.5228
0.82885	9.8263	2.0392	0.6455	0.9999	0.53095
0.84615	11.1523	2.0388	0.65095	0.9999	0.5513
0.8653	12.5715	2.0386	0.6654	0.9999	0.56575
0.8775	14.0822	2.0382	0.6778	0.9999	0.56425
0.8957	15.706	2.038	0.6984	0.9999	0.5829
0.9066	17.4009	2.0376	0.7105	0.9999	0.5945
0.9194	19.2524	2.0372	0.7293	0.9999	0.6079
0.93355	21.208	2.0368	0.74625	0.9999	0.62965
0.94345	23.3024	2.0363	0.7651	0.9999	0.62275
0.95235	25.5303	2.0359	0.7781	0.9999	0.6426
0.9629	27.9258	2.0355	0.79435	0.9999	0.66745
0.97065	30.5256	2.0349	0.80845	0.9999	0.69075
0.97775	33.2436	2.0345	0.8196	0.9999	0.71465
0.9837	36.164	2.0339	0.8317	0.9999	0.72935
0.98615	39.3056	2.0333	0.83865	0.9999	0.7205
0.9909	42.6393	2.0326	0.84525	0.9999	0.7843
0.9923	46.2483	2.0319	0.84955	0.9999	0.77825
0.99525	50.0837	2.0311	0.8563	0.9999	0.8114
0.9966	54.3092	2.0302	0.85925	0.9999	0.8271
0.99695	58.8716	2.0294	0.8601	0.9999	0.8315
0.9984	63.8858	2.0284	0.86325	0.9999	0.877
0.9992	69.3947	2.0273	0.86475	0.9999	0.9291
0.999	75.5179	2.0261	0.8647	0.9999	0.90725
0.99975	82.3973	2.0248	0.86635	0.9999	0.97605
0.9997	90.1651	2.0232	0.8664	0.9999	0.9746
0.99985	99.3013	2.0213	0.86655	0.9999	0.9797
0.9998	110.171	2.0193	0.8666	0.9999	0.9616
0.9999	123.691	2.0167	0.8667	0.9999	0.9972
0.99985	141.805	2.0132	0.8661	0.9999	0.98335
0.9999	169.113	2.0079	0.86545	0.9999	0.99665
0.9999	222.649	1.9987	0.8641	0.9999	0.99825
