alpha = 0.6000	alpha = 0.6000
gamma = 15.0000	gamma = 15.0000
prob.endemic = 0.3000	prob.endemic = 0.3000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1041557898	seed = 855161262
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.64785	0	85.8522	0.7985	0.9999	0.50145
0.6468	1.0111	69.6717	0.7992	0.9999	0.5001
0.64435	2.0261	51.1854	0.79635	0.9999	0.4951
0.6391	3.0502	40.1111	0.80155	0.9999	0.4988
0.64295	4.0849	26.2691	0.79285	0.9999	0.49755
0.6428	5.1249	16.8877	0.79275	0.9999	0.499
0.62745	6.1751	18.3178	0.80105	0.9999	0.4918
0.62885	7.2368	10.4741	0.7934	0.9999	0.4924
0.62645	8.3066	7.5884	0.79065	0.9999	0.49295
0.62235	9.3877	5.2925	0.7855	0.9999	0.49215
0.62115	10.4736	3.21255	0.7712	0.9999	0.49325
0.61545	11.5721	2.1108	0.7514	0.9999	0.48385
0.61145	12.6814	1.2609	0.7057	0.9999	0.4842
0.60695	13.8085	0.7114	0.61045	0.9999	0.47905
0.61	14.9563	0.5108	0.4454	0.9999	0.4851
0.605	16.1341	0.5025	0.28535	0.9999	0.4818
0.6113	17.3573	0.21935	0.20515	0.9999	0.48395
0.61055	18.6362	0.12035	0.17085	0.9999	0.4857
0.6098	19.9684	0.06575	0.15255	0.9999	0.4863
0.61675	21.3471	0.03905	0.14345	0.9999	0.49035
0.6181	22.7994	0.0217	0.13915	0.9999	0.4847
0.6218	24.337	0.0124	0.1337	0.9999	0.49135
0.62795	25.9498	0.00735	0.13215	0.9999	0.49295
0.6309	27.6814	0.0045	0.12905	0.9999	0.49865
0.6331	29.5328	0.00205	0.12955	0.9999	0.49415
0.63165	31.4994	0.00095	0.12765	0.9999	0.49115
0.6434	33.6005	0.0008	0.1326	0.9999	0.49455
0.6512	35.8647	0.0006	0.1353	0.9999	0.4999
0.6491	38.3747	0.00025	0.1353	0.9999	0.49325
0.65365	41.1005	0.0002	0.13705	0.9999	0.4961
0.65845	44.0977	0.0001	0.13845	0.9999	0.49705
0.66855	47.4401	5e-05	0.1433	0.9999	0.5019
0.669	51.2822	0	0.14535	0.9999	0.4956
0.6798	55.6446	0	0.1532	0.9999	0.49495
0.69875	60.8784	0.00025	0.16505	0.9999	0.5017
0.70165	67.1664	0.0001	0.168	0.9999	0.4983
0.72375	75.1612	0.00115	0.17865	0.9999	0.51355
0.7343	86.0279	0.0285	0.19255	0.9999	0.49805
0.7733	102.876	0.5041	0.21915	0.9999	0.50705
0.82425	137.66	0.50275	0.25845	0.9999	0.50725
