alpha = 0.1000	alpha = 0.1000
gamma = 20.0000	gamma = 20.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 55233673	seed = 1507656153
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.7958	0	2.3072	0.9399	0.9999	0.4921
0.80355	1.012	2.307	0.9394	0.9999	0.50665
0.79385	2.0376	2.3067	0.9399	0.9999	0.48945
0.7944	3.0762	2.3065	0.9404	0.9999	0.49825
0.7894	4.1288	2.3063	0.941	0.9999	0.4925
0.7893	5.1947	2.306	0.9416	0.9999	0.50275
0.78905	6.2764	2.3058	0.94145	0.9999	0.50055
0.78375	7.3709	2.3056	0.94285	0.9999	0.50565
0.7768	8.4751	2.3053	0.94335	0.9999	0.49535
0.77585	9.5896	2.3051	0.9437	0.9999	0.49935
0.7731	10.727	2.3049	0.9441	0.9999	0.49975
0.76835	11.8749	2.3047	0.94445	0.9999	0.49625
0.77245	13.0407	2.3044	0.94335	0.9999	0.49335
0.76145	14.2204	2.3042	0.94485	0.9999	0.495
0.7648	15.4181	2.304	0.9437	0.9999	0.5022
0.75355	16.6364	2.3037	0.94045	0.9999	0.48855
0.75225	17.8782	2.3034	0.92655	0.9999	0.48505
0.75145	19.133	2.303	0.89305	0.9999	0.49225
0.7588	20.4287	2.3026	0.8306	0.9999	0.4965
0.7687	21.7828	2.3019	0.75065	0.9999	0.50875
0.7847	23.2385	2.3012	0.6881	0.9999	0.5173
0.8091	24.8386	2.3007	0.66125	0.9999	0.5376
0.84475	26.6427	2.3005	0.6785	0.9999	0.5677
0.87375	28.658	2.3001	0.70115	0.9999	0.5907
0.9	30.9169	2.2996	0.73075	0.9999	0.6116
0.9284	33.4713	2.2991	0.76745	0.9999	0.6495
0.94665	36.3733	2.2987	0.79575	0.9999	0.67025
0.96215	39.5666	2.298	0.8227	0.9999	0.6874
0.97555	43.1966	2.2971	0.84445	0.9999	0.73585
0.98495	47.283	2.2964	0.8613	0.9999	0.77575
0.99135	51.7941	2.29535	0.87695	0.9999	0.7969
0.99585	56.8599	2.2943	0.8852	0.9999	0.86645
0.9975	62.6313	2.2929	0.8906	0.9999	0.8883
0.9989	69.2698	2.2916	0.8937	0.9999	0.9317
0.999	77.1008	2.2897	0.89495	0.9999	0.91975
0.99975	86.5134	2.2877	0.89685	0.9999	0.9788
0.99985	98.3068	2.2852	0.89745	0.9999	0.9837
0.9998	113.813	2.28185	0.8972	0.9999	0.9665
0.9999	136.947	2.2768	0.89715	0.9999	0.99635
0.9999	182.632	2.2677	0.89615	0.9999	0.9986
