alpha = 0.2800	alpha = 0.2800
gamma = 15.0000	gamma = 15.0000
prob.endemic = 0.7000	prob.endemic = 0.7000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 224990195	seed = 737164898
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.85055	0	1.2749	0.8012	0.9999	0.49745
0.84745	1.0153	1.2747	0.80245	0.9999	0.49765
0.8452	2.05	1.2746	0.80385	0.9999	0.4987
0.8415	3.0965	1.2745	0.8058	0.9999	0.50115
0.84325	4.1664	1.2744	0.80535	0.9999	0.50595
0.83915	5.2501	1.2742	0.80495	0.9999	0.4955
0.83475	6.3519	1.2741	0.80745	0.9999	0.49805
0.8315	7.4795	1.274	0.80775	0.9999	0.49195
0.8266	8.6301	1.2739	0.80885	0.9999	0.4882
0.82905	9.7857	1.2737	0.80715	0.9999	0.5006
0.81935	10.9731	1.2736	0.80755	0.9999	0.49025
0.813	12.1755	1.2735	0.80295	0.9999	0.49455
0.81485	13.4049	1.2732	0.77595	0.9999	0.4833
0.813	14.6567	1.2731	0.72475	0.9999	0.49125
0.81255	15.9483	1.2728	0.65255	0.9999	0.49055
0.818	17.293	1.2726	0.58415	0.9999	0.49615
0.82875	18.6909	1.2723	0.5506	0.9999	0.49805
0.83245	20.1671	1.27215	0.5339	0.9999	0.5043
0.84895	21.7219	1.2719	0.54	0.9999	0.51405
0.8569	23.3898	1.2717	0.541	0.9999	0.52125
0.8628	25.1491	1.2716	0.5451	0.9999	0.51425
0.87575	27.0342	1.2713	0.55275	0.9999	0.5356
0.8818	29.0302	1.2711	0.5602	0.9999	0.5273
0.89195	31.2109	1.2708	0.57175	0.9999	0.5296
0.90235	33.5311	1.2704	0.582	0.9999	0.5427
0.91395	36.0548	1.2702	0.5956	0.9999	0.5498
0.92125	38.8079	1.2698	0.6065	0.9999	0.54345
0.9337	41.8751	1.2694	0.6203	0.9999	0.562
0.9434	45.2497	1.269	0.63175	0.9999	0.58295
0.9553	48.9402	1.26855	0.6493	0.9999	0.58615
0.959	53.0426	1.26805	0.65675	0.9999	0.5746
0.96915	57.668	1.2675	0.6706	0.9999	0.5843
0.97465	62.8961	1.2669	0.67675	0.9999	0.61405
0.98055	68.9262	1.2661	0.6853	0.9999	0.63005
0.98625	76.1112	1.2654	0.6944	0.9999	0.63775
0.98865	84.6809	1.2642	0.6992	0.9999	0.6183
0.99375	95.5498	1.2629	0.70515	0.9999	0.7033
0.9963	110.181	1.26125	0.7107	0.9999	0.6623
0.99825	131.806	1.25875	0.7131	0.9999	0.7129
0.99935	174.774	1.25395	0.71295	0.9999	0.81455
