alpha = 0.6000	alpha = 0.6000
gamma = 15.0000	gamma = 15.0000
prob.endemic = 0.7000	prob.endemic = 0.7000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 870155149	seed = 1294839645
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.84955	0	0.5116	0.5716	0.9999	0.50245
0.84745	1.0185	0.5115	0.57105	0.9999	0.4972
0.843	2.0549	0.5115	0.57405	0.9999	0.49525
0.8378	3.1111	0.5114	0.5797	0.9999	0.4944
0.8352	4.1841	0.5114	0.5794	0.9999	0.48825
0.83595	5.2714	0.5113	0.5789	0.9999	0.49475
0.82455	6.3834	0.5113	0.59	0.9999	0.4987
0.83325	7.5168	0.5112	0.577	0.9999	0.49355
0.82665	8.6766	0.5112	0.58005	0.9999	0.49535
0.82335	9.8624	0.5111	0.57835	0.9999	0.49805
0.81715	11.07	0.5111	0.57055	0.9999	0.49105
0.8158	12.309	0.511	0.54805	0.9999	0.48715
0.8057	13.5755	0.5109	0.5067	0.9999	0.48385
0.80455	14.88	0.5108	0.43215	0.9999	0.47225
0.80985	16.2264	0.5108	0.3588	0.9999	0.48475
0.8115	17.6166	0.51065	0.31065	0.9999	0.4835
0.8077	19.0661	0.51055	0.28805	0.9999	0.47595
0.8206	20.5761	0.5105	0.28345	0.9999	0.4947
0.81565	22.1524	0.5104	0.2767	0.9999	0.4809
0.8196	23.8082	0.5103	0.2738	0.9999	0.4927
0.8213	25.5627	0.5102	0.27405	0.9999	0.482
0.8286	27.398	0.5101	0.27635	0.9999	0.4889
0.8307	29.3301	0.51	0.2766	0.9999	0.488
0.8401	31.4018	0.5099	0.2821	0.9999	0.49065
0.84245	33.5855	0.5098	0.2801	0.9999	0.50435
0.84825	35.9711	0.5097	0.2846	0.9999	0.5006
0.8518	38.4831	0.5095	0.28575	0.9999	0.50135
0.85285	41.2266	0.5093	0.28745	0.9999	0.49715
0.8609	44.2141	0.5092	0.293	0.9999	0.4994
0.8638	47.4561	0.509	0.29275	0.9999	0.5081
0.86585	51.0297	0.5088	0.29755	0.9999	0.4906
0.87345	55.0773	0.5086	0.30135	0.9999	0.49975
0.8812	59.716	0.5084	0.30685	0.9999	0.4982
0.89025	65.0141	0.5081	0.31295	0.9999	0.5043
0.903	71.1506	0.5078	0.32195	0.9999	0.5093
0.90675	78.4629	0.5075	0.3264	0.9999	0.4964
0.91755	87.8859	0.507	0.33355	0.9999	0.50145
0.9313	100.52	0.5063	0.3423	0.9999	0.52125
0.9476	119.317	0.50545	0.35485	0.9999	0.51725
0.9638	157.928	0.5037	0.3669	0.9999	0.5157
