alpha = 0.1300	alpha = 0.1300
gamma = 20.0000	gamma = 20.0000
prob.endemic = 0.1000	prob.endemic = 0.1000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 109429172	seed = 785187479
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.54905	0	265228	0.9851	0.9999	0.499
0.54825	1.0018	185945	0.98515	0.9999	0.49885
0.54775	2.0045	92744.4	0.9853	0.9999	0.4991
0.54355	3.0084	63269.2	0.9854	0.9999	0.4949
0.54965	4.0143	28741.9	0.9854	0.9999	0.5033
0.54535	5.0222	15638.7	0.98515	0.9999	0.4977
0.5478	6.0312	9163.93	0.9842	0.9999	0.49845
0.54745	7.0401	4498.39	0.98495	0.9999	0.5014
0.54705	8.0503	2325.56	0.9843	0.9999	0.4983
0.5396	9.0634	1624.1	0.98495	0.9999	0.49415
0.54275	10.0769	830.677	0.98415	0.9999	0.4962
0.54175	11.0915	462.82	0.9838	0.9999	0.4957
0.54335	12.109	226.375	0.98405	0.9999	0.4984
0.5366	13.1259	147.017	0.98365	0.9999	0.49415
0.5428	14.1455	67.1379	0.9819	0.9999	0.49955
0.5419	15.1684	37.299	0.98105	0.9999	0.4992
0.5417	16.1922	19.5292	0.9777	0.9999	0.4952
0.5408	17.2187	10.4801	0.97525	0.9999	0.49885
0.5387	18.2458	5.58655	0.9653	0.9999	0.49745
0.53135	19.276	2.9102	0.92755	0.9999	0.4873
0.536	20.3144	2.0402	0.7905	0.9999	0.49415
0.53675	21.3701	0.95565	0.54435	0.9999	0.4938
0.5399	22.4743	0.4905	0.40725	0.9999	0.4971
0.5536	23.6502	0.27945	0.34005	0.9999	0.50925
0.57035	24.9126	0.168	0.30215	0.9999	0.5261
0.58035	26.2917	0.0956	0.27505	0.9999	0.532
0.59	27.7989	0.0576	0.25785	0.9999	0.5405
0.6018	29.471	0.03585	0.2483	0.9999	0.54975
0.6166	31.3573	0.02545	0.25205	0.9999	0.55595
0.6326	33.5115	0.02005	0.2549	0.9999	0.5639
0.66045	36.0346	0.0221	0.2753	0.9999	0.5822
0.6829	39.1805	0.0253	0.29615	0.9999	0.59335
0.71415	43.0836	0.0722	0.34005	0.9999	0.6082
0.7501	48.3194	0.194	0.38795	0.9999	0.62535
0.797	55.3617	0.9493	0.46495	0.9999	0.64355
0.84545	65.1909	2.02265	0.5469	0.9999	0.6689
0.90175	80.0378	2.024	0.65165	0.9999	0.70165
0.94685	102.564	2.0209	0.7435	0.9999	0.74395
0.9788	139.501	2.0152	0.81315	0.9999	0.79335
0.99425	217.798	2.0022	0.84825	0.9999	0.8599
