alpha = 0.2200	alpha = 0.2200
gamma = 5.0000	gamma = 5.0000
prob.endemic = 0.1000	prob.endemic = 0.1000
Num. spacers = 40, Tmax = 10000, Num. replicates = 5000	Num. spacers = 40, Tmax = 10000, Num. replicates = 5000
seed = 1932851559	seed = 735816750
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.54945	0	28.846	0.96205	0.9999	0.50165
0.55055	1.0011	15.9439	0.9578	0.9999	0.50125
0.54945	2.0049	8.7431	0.95115	0.9999	0.4981
0.5402	3.01	4.98525	0.94255	0.9999	0.491
0.54425	4.0173	2.7468	0.9131	0.9999	0.4968
0.54425	5.0286	1.5141	0.77235	0.9999	0.4974
0.54335	6.0511	0.80475	0.50225	0.9999	0.4912
0.5443	7.0965	0.43435	0.371	0.9999	0.49395
0.5482	8.1675	0.2357	0.3019	0.9999	0.4979
0.5569	9.276	0.139	0.2649	0.9999	0.50325
0.56455	10.4269	0.0812	0.23905	0.9999	0.51455
0.56275	11.6241	0.04155	0.21625	0.9999	0.5104
0.56615	12.8606	0.0224	0.20235	0.9999	0.5127
0.57585	14.1634	0.0121	0.19705	0.9999	0.52145
0.57955	15.5105	0.0078	0.186	0.9999	0.5235
0.58415	16.9359	0.00445	0.18165	0.9999	0.528
0.58885	18.4266	0.00265	0.18075	0.9999	0.5274
0.59555	19.9879	0.00155	0.17985	0.9999	0.53185
0.59385	21.6369	0.00075	0.1778	0.9999	0.527
0.6043	23.4153	0.0005	0.1781	0.9999	0.5384
0.60125	25.2891	0.0002	0.18005	0.9999	0.5279
0.6092	27.3099	0.00015	0.18025	0.9999	0.5368
0.6215	29.4816	0.0001	0.19065	0.9999	0.5414
0.62395	31.8515	5e-05	0.19235	0.9999	0.54205
0.63055	34.4034	0	0.19955	0.9999	0.5436
0.64215	37.192	0	0.21285	0.9999	0.5467
0.65035	40.297	0	0.22005	0.9999	0.54905
0.6625	43.7074	0	0.23165	0.9999	0.55565
0.67115	47.6012	0	0.2458	0.9999	0.55635
0.69165	51.9916	0.0001	0.27075	0.9999	0.56375
0.71085	57.1701	0.00065	0.2951	0.9999	0.57065
0.72795	63.2836	0.0044	0.32305	0.9999	0.5717
0.7518	70.5998	0.07865	0.3574	0.9999	0.57815
0.7865	79.5802	1.06985	0.4121	0.9999	0.5865
0.8149	90.9155	1.49465	0.45855	0.9999	0.5928
0.8601	105.981	1.4945	0.52315	0.9999	0.6172
0.89905	126.569	1.49285	0.5946	0.9999	0.6263
0.93795	156.669	1.48935	0.6577	0.9999	0.6583
0.9689	204.184	1.4836	0.71245	0.9999	0.6985
0.9912	304.459	1.4713	0.7504	0.9999	0.7756
