alpha = 0.2800	alpha = 0.2800
gamma = 15.0000	gamma = 15.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 2113963486	seed = 553629529
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.7965	0	1.2749	0.8297	0.9999	0.49455
0.79775	1.0129	1.2747	0.83025	0.9999	0.50315
0.79525	2.0414	1.2746	0.8307	0.9999	0.498
0.79335	3.0838	1.2745	0.83015	0.9999	0.4964
0.7864	4.1397	1.2744	0.83415	0.9999	0.49685
0.7848	5.209	1.2742	0.8343	0.9999	0.4961
0.78295	6.2946	1.2741	0.83555	0.9999	0.4991
0.7772	7.3927	1.274	0.8357	0.9999	0.4931
0.7744	8.5109	1.2739	0.83595	0.9999	0.4898
0.77325	9.6396	1.2737	0.8345	0.9999	0.4934
0.76585	10.7929	1.2736	0.8353	0.9999	0.4961
0.7632	11.9513	1.2735	0.82845	0.9999	0.4946
0.765	13.133	1.2733	0.80545	0.9999	0.4952
0.75955	14.3422	1.2731	0.74945	0.9999	0.4875
0.7639	15.573	1.273	0.6626	0.9999	0.49495
0.7618	16.8377	1.2726	0.5649	0.9999	0.4897
0.77225	18.165	1.2722	0.509	0.9999	0.4936
0.77895	19.56	1.2721	0.4831	0.9999	0.50115
0.7891	21.0217	1.27185	0.47475	0.9999	0.51055
0.80445	22.5753	1.2717	0.47895	0.9999	0.51915
0.8139	24.24	1.2714	0.48135	0.9999	0.52585
0.8215	26.034	1.27125	0.4868	0.9999	0.52105
0.8321	27.9703	1.271	0.4931	0.9999	0.53125
0.8514	30.0501	1.2708	0.515	0.9999	0.5372
0.86205	32.3245	1.2704	0.5254	0.9999	0.54535
0.87405	34.7994	1.2702	0.5422	0.9999	0.54375
0.8809	37.4626	1.2698	0.5499	0.9999	0.5437
0.8947	40.4546	1.26945	0.56645	0.9999	0.5491
0.9088	43.7219	1.269	0.5846	0.9999	0.5565
0.91915	47.3606	1.2686	0.5953	0.9999	0.5688
0.93205	51.4833	1.2681	0.61695	0.9999	0.56465
0.947	56.1491	1.26755	0.6366	0.9999	0.5811
0.95595	61.4118	1.26695	0.6477	0.9999	0.59885
0.9651	67.5887	1.26615	0.66315	0.9999	0.59775
0.97675	74.9068	1.2654	0.6782	0.9999	0.6268
0.9832	83.656	1.26425	0.68815	0.9999	0.64705
0.98865	94.6542	1.2629	0.699	0.9999	0.6357
0.99445	110.005	1.26115	0.70585	0.9999	0.71705
0.9975	132.939	1.2585	0.71075	0.9999	0.74195
0.99885	177.961	1.2535	0.71215	0.9999	0.7794
