alpha = 0.4600	alpha = 0.4600
gamma = 5.0000	gamma = 5.0000
prob.endemic = 0.0000	prob.endemic = 0.0000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 454127499	seed = 1481638078
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.49815	0	26.4628	0.94	0	0.49815
0.49275	1.0018	13.845	0.9297	0	0.49275
0.49705	2.006	6.2201	0.91025	0.49995	0.497
0.4951	3.0133	3.1564	0.87325	0.4999	0.49505
0.4983	4.0255	1.5322	0.78655	0.99995	0.49815
0.49695	5.0437	0.7765	0.5297	0.4999	0.49685
0.49255	6.0762	0.36735	0.2935	0	0.49255
0.4982	7.1289	0.18265	0.20065	0.99985	0.49805
0.5016	8.2136	0.0876	0.1521	0.49995	0.50155
0.50435	9.3248	0.04205	0.12205	0.99985	0.50425
0.503	10.4673	0.02	0.10035	0.49995	0.50295
0.50045	11.6483	0.0079	0.08495	0.9999	0.5003
0.50675	12.869	0.004	0.0755	0.49995	0.50665
0.50315	14.1431	0.00175	0.0657	0	0.50315
0.50695	15.4403	0.00075	0.0597	0.99985	0.50685
0.502	16.8095	0.00025	0.05245	0.9999	0.5018
0.50695	18.229	0.0001	0.05015	0.49995	0.50685
0.5132	19.701	0.0001	0.04605	0.99995	0.5131
0.5054	21.2475	0	0.03935	0.9999	0.50525
0.50755	22.8492	0	0.03875	0.99985	0.5074
0.5044	24.5656	0	0.03435	0.99985	0.50425
0.5099	26.3587	0	0.03265	0.49995	0.5098
0.51255	28.2441	0	0.0327	0.99985	0.51245
0.50955	30.2464	0	0.0297	0.9998	0.50945
0.5156	32.3714	0	0.0285	0.49995	0.51555
0.51225	34.6363	0	0.02775	0.99995	0.512
0.5151	37.0736	0	0.02675	0.9999	0.5148
0.51415	39.6613	0	0.0258	0.99985	0.514
0.5214	42.4744	0	0.0233	0.99995	0.5213
0.52	45.5804	0	0.0218	0.99985	0.51985
0.5174	48.9688	0	0.02155	0.99985	0.5173
0.52575	52.704	0	0.02195	0.5	0.52555
0.52565	56.98	0	0.0204	0.9999	0.52535
0.5292	61.7862	0	0.0197	0.9999	0.52895
0.52385	67.4341	0	0.0187	0.9999	0.5236
0.52595	74.1486	0	0.02015	0.9999	0.52565
0.52825	82.6269	0	0.01815	0.9999	0.5278
0.53005	93.8251	0	0.0189	0.9999	0.5297
0.528	110.943	0	0.01905	0.9999	0.5275
0.54695	145.362	0	0.0246	0.9999	0.54615
