alpha = 0.7700	alpha = 0.7700
gamma = 15.0000	gamma = 15.0000
prob.endemic = 0.9000	prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1095593485	seed = 1366866169
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.9507	0	0.2618	0.2987	0.9999	0.49345
0.94705	1.0265	0.2617	0.3033	0.9999	0.49165
0.94905	2.0739	0.2617	0.30135	0.9999	0.49955
0.94885	3.1454	0.2617	0.30135	0.9999	0.51185
0.94595	4.2444	0.2617	0.304	0.9999	0.4988
0.9454	5.3785	0.2616	0.3046	0.9999	0.5058
0.94325	6.5387	0.2616	0.30485	0.9999	0.4929
0.9413	7.7295	0.2616	0.30525	0.9999	0.49045
0.9366	8.9572	0.2615	0.30845	0.9999	0.4938
0.9426	10.2229	0.2615	0.29665	0.9999	0.5053
0.93625	11.5177	0.2615	0.29535	0.9999	0.49885
0.93055	12.8535	0.2614	0.28285	0.9999	0.47565
0.9334	14.2331	0.2614	0.25785	0.9999	0.48875
0.93115	15.6595	0.2614	0.23475	0.9999	0.47945
0.93525	17.1307	0.2613	0.2168	0.9999	0.4855
0.9327	18.6723	0.2613	0.2083	0.9999	0.4768
0.93225	20.2768	0.2612	0.2053	0.9999	0.47945
0.93225	21.9484	0.2612	0.20435	0.9999	0.4707
0.93335	23.6945	0.2611	0.20295	0.9999	0.49235
0.9352	25.5261	0.2611	0.20365	0.9999	0.48245
0.9372	27.4523	0.261	0.20375	0.9999	0.48425
0.93735	29.4753	0.261	0.2032	0.9999	0.49525
0.9367	31.5831	0.2609	0.20305	0.9999	0.48225
0.9413	33.844	0.2609	0.20465	0.9999	0.48455
0.93865	36.2489	0.2608	0.2037	0.9999	0.47995
0.9426	38.8035	0.2607	0.20495	0.9999	0.4853
0.94055	41.5423	0.2607	0.2042	0.9999	0.4767
0.94255	44.4729	0.2606	0.20485	0.9999	0.4841
0.94305	47.6744	0.2605	0.20505	0.9999	0.48025
0.94235	51.1901	0.2604	0.20475	0.9999	0.47635
0.9454	55.034	0.2603	0.2058	0.9999	0.4824
0.94905	59.3581	0.2602	0.20695	0.9999	0.4853
0.9471	64.2472	0.2601	0.2062	0.9999	0.48185
0.9537	69.794	0.2599	0.20795	0.9999	0.5039
0.9544	76.2982	0.2597	0.20875	0.9999	0.48835
0.95605	84.0548	0.2596	0.209	0.9999	0.4991
0.9562	93.8306	0.2593	0.2094	0.9999	0.4813
0.9648	106.886	0.259	0.21235	0.9999	0.5025
0.9639	126.188	0.2585	0.2127	0.9999	0.4592
0.975	164.977	0.2576	0.21595	0.9999	0.4929
