alpha = 0.6000	alpha = 0.6000
gamma = 5.0000	gamma = 5.0000
prob.endemic = 0.9000	prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 160293608	seed = 556103479
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.94945	0	0.5111	0.45055	0.9999	0.4858
0.9504	1.0206	0.511	0.4476	0.9999	0.4903
0.94675	2.064	0.511	0.4475	0.9999	0.495
0.949	3.1367	0.5109	0.43845	0.9999	0.50335
0.94505	4.2343	0.5109	0.42375	0.9999	0.4805
0.9452	5.3629	0.5108	0.39395	0.9999	0.4988
0.94555	6.5219	0.5108	0.3769	0.9999	0.49665
0.94715	7.7155	0.5107	0.3707	0.9999	0.49655
0.94605	8.9484	0.5106	0.36725	0.9999	0.48885
0.9485	10.2291	0.5106	0.36535	0.9999	0.52
0.94915	11.5456	0.5105	0.3652	0.9999	0.50805
0.9534	12.9054	0.5104	0.3676	0.9999	0.50185
0.94785	14.3054	0.5104	0.36325	0.9999	0.49135
0.9517	15.7789	0.5103	0.36535	0.9999	0.4845
0.95085	17.2979	0.5102	0.3637	0.9999	0.4995
0.9519	18.8986	0.5101	0.36475	0.9999	0.4952
0.95245	20.5492	0.51	0.36465	0.9999	0.4955
0.95585	22.2646	0.51	0.367	0.9999	0.5015
0.95785	24.0892	0.5099	0.36705	0.9999	0.5164
0.95505	25.9884	0.5098	0.3656	0.9999	0.49685
0.9587	27.985	0.5097	0.36845	0.9999	0.4929
0.9623	30.1009	0.5096	0.37005	0.9999	0.5133
0.9622	32.3104	0.5094	0.3701	0.9999	0.50615
0.96465	34.6688	0.5093	0.3723	0.9999	0.4945
0.96345	37.1553	0.5092	0.3719	0.9999	0.4876
0.9686	39.8313	0.509	0.37345	0.9999	0.53095
0.9666	42.6876	0.5089	0.37295	0.9999	0.51
0.96925	45.7646	0.5087	0.3747	0.9999	0.51185
0.9678	49.1116	0.5086	0.3733	0.9999	0.5105
0.97105	52.7529	0.5084	0.37515	0.9999	0.5243
0.97305	56.7216	0.5082	0.37705	0.9999	0.51505
0.97575	61.1725	0.508	0.3788	0.9999	0.51935
0.976	66.2023	0.5077	0.379	0.9999	0.51605
0.9781	71.9574	0.50745	0.38105	0.9999	0.4924
0.982	78.5885	0.5071	0.38345	0.9999	0.51415
0.9823	86.6506	0.5067	0.38325	0.9999	0.51905
0.98475	96.9575	0.5062	0.3852	0.9999	0.51565
0.98795	110.469	0.50555	0.3866	0.9999	0.5459
0.99005	130.656	0.5046	0.38815	0.9999	0.5294
0.9933	171.466	0.5028	0.3897	0.9999	0.5142
