alpha = 0.2200	alpha = 0.2200
gamma = 10.0000	gamma = 10.0000
prob.endemic = 0.3000	prob.endemic = 0.3000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 212383062	seed = 1029037961
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.6518	0	44.56	0.92745	0.9999	0.5019
0.6469	1.0053	34.4655	0.92685	0.9999	0.496
0.64775	2.0141	23.9428	0.92655	0.9999	0.5007
0.63825	3.0281	19.9417	0.9277	0.9999	0.49205
0.64665	4.0466	11.6059	0.9234	0.9999	0.4969
0.64685	5.0719	8.04645	0.92255	0.9999	0.50175
0.6374	6.1019	6.2804	0.92245	0.9999	0.4985
0.6457	7.1361	4.06035	0.9147	0.9999	0.5012
0.63795	8.1771	2.8556	0.9038	0.9999	0.49735
0.63795	9.2229	1.74865	0.8603	0.9999	0.49975
0.63395	10.2813	1.5141	0.7247	0.9999	0.49415
0.63075	11.3651	0.9456	0.52665	0.9999	0.49005
0.6395	12.4787	0.6419	0.4377	0.9999	0.4996
0.64385	13.6363	0.4403	0.3879	0.9999	0.50265
0.6601	14.8537	0.3338	0.36805	0.9999	0.51595
0.65725	16.1388	0.22115	0.34445	0.9999	0.51225
0.67445	17.4979	0.2161	0.34805	0.9999	0.51755
0.6807	18.9465	0.1738	0.3431	0.9999	0.52165
0.7034	20.5077	0.2249	0.3585	0.9999	0.5337
0.70265	22.1703	0.16505	0.35135	0.9999	0.5294
0.7163	23.9626	0.17305	0.3576	0.9999	0.54305
0.7282	25.8902	0.2314	0.36985	0.9999	0.5438
0.7464	27.9985	0.44565	0.39105	0.9999	0.5508
0.76145	30.3109	0.69205	0.40705	0.9999	0.5574
0.7765	32.847	1.2856	0.4271	0.9999	0.56015
0.78755	35.6572	1.5083	0.44285	0.9999	0.55945
0.809	38.8629	1.5083	0.4657	0.9999	0.57625
0.8252	42.448	1.508	0.49545	0.9999	0.57225
0.84615	46.451	1.50755	0.52315	0.9999	0.5815
0.86615	50.9681	1.50695	0.55445	0.9999	0.5863
0.89455	56.1913	1.50635	0.5933	0.9999	0.6145
0.9074	62.3424	1.5055	0.6182	0.9999	0.60615
0.9263	69.5076	1.50455	0.64925	0.9999	0.61655
0.9466	77.759	1.5034	0.6793	0.9999	0.64475
0.9619	87.8118	1.5021	0.70765	0.9999	0.64975
0.976	100.052	1.5004	0.7292	0.9999	0.69345
0.984	115.814	1.49825	0.7454	0.9999	0.7004
0.9922	137.413	1.49525	0.75925	0.9999	0.7549
0.9969	169.818	1.4909	0.76835	0.9999	0.80215
0.9994	234.939	1.48245	0.77045	0.9999	0.9247
