alpha = 0.1700	alpha = 0.1700
gamma = 20.0000	gamma = 20.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1298804627	seed = 2144508543
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.80105	0	1.7755	0.8963	0.9999	0.4969
0.8008	1.0132	1.7753	0.89735	0.9999	0.50525
0.797	2.0384	1.7751	0.899	0.9999	0.5107
0.79615	3.076	1.775	0.89845	0.9999	0.50115
0.7874	4.1273	1.7748	0.90045	0.9999	0.49775
0.78315	5.1975	1.7746	0.90085	0.9999	0.48995
0.78245	6.2806	1.7744	0.9013	0.9999	0.49345
0.7814	7.3793	1.7743	0.90305	0.9999	0.50425
0.7765	8.5002	1.7741	0.90305	0.9999	0.494
0.7797	9.6262	1.7739	0.90255	0.9999	0.49985
0.76935	10.7632	1.7737	0.90545	0.9999	0.4992
0.7677	11.9219	1.7736	0.9048	0.9999	0.494
0.75995	13.0956	1.7734	0.90605	0.9999	0.49
0.76915	14.2848	1.7732	0.90375	0.9999	0.49975
0.7575	15.5005	1.773	0.9034	0.9999	0.4904
0.7551	16.7282	1.7728	0.89925	0.9999	0.50035
0.7529	17.9772	1.7725	0.8784	0.9999	0.4912
0.7442	19.237	1.7721	0.83505	0.9999	0.487
0.74905	20.5457	1.772	0.75405	0.9999	0.49275
0.7556	21.9043	1.7714	0.66665	0.9999	0.49695
0.7714	23.3495	1.7708	0.6053	0.9999	0.509
0.7892	24.9254	1.7705	0.5762	0.9999	0.51735
0.80495	26.6202	1.7702	0.56925	0.9999	0.5314
0.828	28.4816	1.77	0.5799	0.9999	0.5507
0.85055	30.5377	1.7697	0.6036	0.9999	0.55975
0.87655	32.8323	1.7693	0.63055	0.9999	0.5838
0.88715	35.3893	1.7689	0.64455	0.9999	0.57685
0.9107	38.2796	1.7684	0.67415	0.9999	0.60415
0.93095	41.4803	1.7679	0.7058	0.9999	0.61165
0.94525	45.1695	1.7674	0.7311	0.9999	0.61745
0.95915	49.3259	1.7666	0.7505	0.9999	0.649
0.9731	54.0139	1.7659	0.7752	0.9999	0.67205
0.98145	59.3994	1.765	0.7887	0.9999	0.7123
0.9874	65.7146	1.764	0.80195	0.9999	0.7143
0.9923	73.1379	1.7627	0.8107	0.9999	0.754
0.9954	82.0503	1.7612	0.8167	0.9999	0.7777
0.99755	93.2382	1.7594	0.82175	0.9999	0.8133
0.99885	108.336	1.7569	0.8247	0.9999	0.82485
0.9997	130.748	1.7532	0.82545	0.9999	0.94885
0.9999	175.479	1.7461	0.82475	0.9999	0.99025
