alpha = 0.2200	alpha = 0.2200
gamma = 20.0000	gamma = 20.0000
prob.endemic = 0.6000	prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000	Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 855495275	seed = 635474635
beta	age	efficacy	fitness	endemicBeta	epidemicBeta
0.7973	0	1.5172	0.8672	0.9999	0.49985
0.79395	1.014	1.517	0.86785	0.9999	0.49275
0.79095	2.0433	1.5169	0.86955	0.9999	0.4965
0.7902	3.0855	1.5167	0.87115	0.9999	0.50405
0.78875	4.1399	1.5166	0.87035	0.9999	0.4979
0.78295	5.2192	1.5164	0.87185	0.9999	0.49215
0.78305	6.3019	1.5162	0.8726	0.9999	0.49845
0.77875	7.4039	1.5161	0.87385	0.9999	0.49735
0.7789	8.5158	1.5159	0.8746	0.9999	0.5052
0.76805	9.6453	1.5158	0.8777	0.9999	0.4963
0.76975	10.7871	1.5156	0.8765	0.9999	0.49735
0.7702	11.9472	1.5155	0.8765	0.9999	0.50115
0.76495	13.1382	1.5153	0.8765	0.9999	0.4959
0.75985	14.3395	1.5152	0.87705	0.9999	0.4973
0.7535	15.5547	1.515	0.87555	0.9999	0.4917
0.7522	16.7922	1.5149	0.8675	0.9999	0.49815
0.74895	18.0491	1.5146	0.84135	0.9999	0.4898
0.74405	19.3232	1.5143	0.789	0.9999	0.48885
0.75205	20.6475	1.5141	0.70675	0.9999	0.4901
0.7565	22.0185	1.5137	0.6159	0.9999	0.50405
0.7604	23.4611	1.5131	0.54905	0.9999	0.50035
0.77815	25.0058	1.5128	0.5246	0.9999	0.5126
0.79185	26.6814	1.5126	0.51445	0.9999	0.5202
0.8078	28.5035	1.5123	0.52125	0.9999	0.53
0.82775	30.5064	1.512	0.53435	0.9999	0.5425
0.84395	32.6851	1.5118	0.5512	0.9999	0.54395
0.86535	35.1133	1.5114	0.57375	0.9999	0.56045
0.88045	37.8036	1.5111	0.59365	0.9999	0.56485
0.89595	40.876	1.5106	0.6134	0.9999	0.57505
0.916	44.2869	1.5102	0.64155	0.9999	0.58485
0.93385	48.212	1.5096	0.6664	0.9999	0.60355
0.9461	52.5957	1.509	0.6847	0.9999	0.6173
0.96105	57.7126	1.5083	0.70935	0.9999	0.6246
0.9717	63.7256	1.5075	0.7276	0.9999	0.6378
0.98105	70.9536	1.5064	0.74135	0.9999	0.67495
0.9889	79.6532	1.5053	0.7564	0.9999	0.68785
0.99305	90.4302	1.50365	0.7639	0.9999	0.7009
0.99605	105.109	1.5017	0.7686	0.9999	0.7522
0.99865	126.66	1.4987	0.7733	0.9999	0.80585
0.99955	170.75	1.49285	0.774	0.9999	0.85625
