alpha = 0.3600
gamma = 10.0000
prob.endemic = 0.2000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 460247113
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5989	0.0000	111.4991	0.9117	0.9999	0.4990
0.5934	1.0042	82.1216	0.9120	0.9999	0.4933
0.6093	2.0128	39.7119	0.9050	0.9999	0.5093
0.5923	3.0224	31.0310	0.9082	0.9999	0.4945
0.5968	4.0378	16.6546	0.9070	0.9999	0.5047
0.5979	5.0596	10.8612	0.8989	0.9999	0.5030
0.5961	6.0866	6.5461	0.8903	0.9999	0.4982
0.5900	7.1126	4.2270	0.8836	0.9999	0.5002
0.5855	8.1496	2.5033	0.8585	0.9999	0.4937
0.5847	9.1938	1.3973	0.7840	0.9999	0.4923
0.5822	10.2506	1.0217	0.5875	0.9999	0.4920
0.5894	11.3212	0.5715	0.3932	0.9999	0.4974
0.5812	12.4296	0.3064	0.3000	0.9999	0.4901
0.5979	13.5780	0.1998	0.2659	0.9999	0.5020
0.6063	14.7708	0.1306	0.2420	0.9999	0.5083
0.5973	16.0036	0.0684	0.2155	0.9999	0.5034
0.6043	17.3066	0.0346	0.2106	0.9999	0.4994
0.6126	18.6820	0.0227	0.2022	0.9999	0.5127
0.6066	20.1212	0.0136	0.1906	0.9999	0.5075
0.6084	21.6240	0.0060	0.1843	0.9999	0.5066
0.6218	23.1894	0.0057	0.1910	0.9999	0.5165
0.6328	24.8868	0.0039	0.2001	0.9999	0.5140
0.6271	26.6692	0.0019	0.1907	0.9999	0.5135
0.6446	28.5946	0.0018	0.1994	0.9999	0.5243
0.6523	30.6718	0.0013	0.2047	0.9999	0.5284
0.6505	32.9002	0.0006	0.2031	0.9999	0.5217
0.6614	35.3086	0.0006	0.2117	0.9999	0.5262
0.6717	37.9550	0.0005	0.2172	0.9999	0.5338
0.6829	40.9068	0.0005	0.2278	0.9999	0.5380
0.6908	44.1224	0.0011	0.2430	0.9999	0.5311
0.7019	47.8070	0.0013	0.2504	0.9999	0.5392
0.7148	51.9990	0.0064	0.2732	0.9999	0.5293
0.7319	56.7956	0.0193	0.2865	0.9999	0.5427
0.7528	62.4962	0.1286	0.3069	0.9999	0.5499
0.7772	69.5344	1.0113	0.3396	0.9999	0.5490
0.8007	78.1588	1.0120	0.3674	0.9999	0.5563
0.8350	89.6178	1.0113	0.4021	0.9999	0.5819
0.8677	105.8724	1.0103	0.4580	0.9999	0.5642
0.9123	132.6366	1.0079	0.5125	0.9999	0.5837
0.9610	189.1100	1.0034	0.5766	0.9999	0.6052
