alpha = 1.0000
gamma = 5.0000
prob.endemic = 0.8000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 754908727
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8995	0.0000	-0.0000	0.0000	0.9999	0.5067
0.8986	1.0250	-0.0000	0.0000	0.9999	0.4878
0.8992	2.0790	-0.0000	0.0000	0.9999	0.4948
0.9022	3.1646	-0.0000	0.0000	0.9999	0.5010
0.8967	4.2766	-0.0000	0.0000	0.9999	0.4829
0.9054	5.4204	-0.0000	0.0000	0.9999	0.4996
0.9011	6.5980	-0.0000	0.0000	0.9999	0.5031
0.9016	7.8136	-0.0000	0.0000	0.9999	0.4912
0.8987	9.0722	-0.0000	0.0000	0.9999	0.5051
0.8946	10.3694	-0.0000	0.0000	0.9999	0.4892
0.9041	11.6920	-0.0000	0.0000	0.9999	0.5037
0.9062	13.0830	-0.0000	0.0000	0.9999	0.5010
0.9013	14.5074	-0.0000	0.0000	0.9999	0.5057
0.8985	15.9766	-0.0000	0.0000	0.9999	0.5021
0.9001	17.5040	-0.0000	0.0000	0.9999	0.4920
0.9049	19.0988	-0.0000	0.0000	0.9999	0.5191
0.8997	20.7532	-0.0000	0.0000	0.9999	0.5131
0.8982	22.4768	-0.0000	0.0000	0.9999	0.5025
0.8932	24.2682	-0.0000	0.0000	0.9999	0.4958
0.9004	26.1626	-0.0000	0.0000	0.9999	0.5024
0.8965	28.1480	-0.0000	0.0000	0.9999	0.4912
0.8997	30.2358	-0.0000	0.0000	0.9999	0.4866
0.9007	32.4472	-0.0000	0.0000	0.9999	0.5059
0.9006	34.7902	-0.0000	0.0000	0.9999	0.5084
0.8967	37.2800	-0.0000	0.0000	0.9999	0.4942
0.9014	39.8898	-0.0000	0.0000	0.9999	0.5055
0.9024	42.7736	-0.0000	0.0000	0.9999	0.5059
0.9016	45.8562	-0.0000	0.0000	0.9999	0.4975
0.8992	49.2074	-0.0000	0.0000	0.9999	0.5040
0.8996	52.8884	-0.0000	0.0000	0.9999	0.5082
0.9022	56.8490	-0.0000	0.0000	0.9999	0.5002
0.9021	61.2814	-0.0000	0.0000	0.9999	0.4945
0.8934	66.2720	-0.0000	0.0000	0.9999	0.4898
0.9004	72.0598	-0.0000	0.0000	0.9999	0.4967
0.8938	78.7710	-0.0000	0.0000	0.9999	0.4869
0.8970	86.7526	-0.0000	0.0000	0.9999	0.5068
0.8957	96.6182	-0.0000	0.0000	0.9999	0.5096
0.8970	109.7768	-0.0000	0.0000	0.9999	0.5110
0.8935	129.8774	-0.0000	0.0000	0.9999	0.4789
0.9001	171.0786	-0.0000	0.0000	0.9999	0.4988
