alpha = 0.2800
gamma = 15.0000
prob.endemic = 0.4000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1634909390
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6960	0.0000	23.6254	0.8832	0.9999	0.4943
0.6968	1.0066	19.9337	0.8820	0.9999	0.4951
0.6848	2.0230	22.1051	0.8876	0.9999	0.4917
0.6831	3.0442	18.4073	0.8867	0.9999	0.4890
0.6925	4.0782	13.4487	0.8856	0.9999	0.5020
0.6835	5.1164	13.4246	0.8898	0.9999	0.5039
0.6922	6.1648	7.9353	0.8830	0.9999	0.4994
0.6805	7.2200	9.0047	0.8881	0.9999	0.4984
0.6769	8.2880	7.2197	0.8881	0.9999	0.4992
0.6685	9.3612	5.9929	0.8888	0.9999	0.4926
0.6700	10.4464	4.2856	0.8857	0.9999	0.4956
0.6721	11.5446	3.0861	0.8773	0.9999	0.4901
0.6727	12.6550	2.1217	0.8613	0.9999	0.4861
0.6762	13.7594	1.3830	0.8191	0.9999	0.4982
0.6635	14.8932	1.2730	0.7206	0.9999	0.4932
0.6840	16.0490	1.2727	0.5805	0.9999	0.5012
0.6677	17.2460	0.7567	0.4465	0.9999	0.4995
0.6770	18.4980	0.5624	0.3978	0.9999	0.4936
0.6936	19.8206	0.4949	0.3799	0.9999	0.5117
0.6967	21.2130	0.3743	0.3605	0.9999	0.5108
0.7084	22.7228	0.3641	0.3604	0.9999	0.5101
0.7115	24.3378	0.3404	0.3565	0.9999	0.5080
0.7207	26.0586	0.3473	0.3577	0.9999	0.5151
0.7370	27.9272	0.4865	0.3693	0.9999	0.5238
0.7475	29.9276	0.6251	0.3772	0.9999	0.5276
0.7575	32.1270	0.9037	0.3851	0.9999	0.5291
0.7852	34.6024	1.2693	0.4078	0.9999	0.5523
0.7965	37.2592	1.2692	0.4230	0.9999	0.5513
0.8158	40.3098	1.2689	0.4536	0.9999	0.5472
0.8277	43.7200	1.2685	0.4641	0.9999	0.5558
0.8472	47.5940	1.2680	0.4875	0.9999	0.5664
0.8719	52.0718	1.2676	0.5193	0.9999	0.5817
0.8857	57.2994	1.2670	0.5405	0.9999	0.5786
0.9051	63.4580	1.2664	0.5707	0.9999	0.5748
0.9276	71.0122	1.2655	0.6070	0.9999	0.5827
0.9495	80.1914	1.2645	0.6376	0.9999	0.6073
0.9605	92.2350	1.2629	0.6534	0.9999	0.6168
0.9775	108.9198	1.2611	0.6794	0.9999	0.6443
0.9906	133.9916	1.2583	0.6981	0.9999	0.6957
0.9965	183.1830	1.2530	0.7069	0.9999	0.7659
