alpha = 0.1000
gamma = 15.0000
prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 303189637
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9530	0.0000	2.3060	0.9100	0.9999	0.5225
0.9465	1.0256	2.3058	0.9109	0.9999	0.5097
0.9502	2.0694	2.3056	0.9100	0.9999	0.5003
0.9486	3.1352	2.3053	0.9103	0.9999	0.5040
0.9425	4.2342	2.3051	0.9115	0.9999	0.5043
0.9434	5.3554	2.3049	0.9109	0.9999	0.4835
0.9443	6.5006	2.3047	0.9110	0.9999	0.5000
0.9369	7.6800	2.3044	0.9116	0.9999	0.4696
0.9437	8.8874	2.3040	0.9109	0.9999	0.5117
0.9412	10.1292	2.3037	0.9109	0.9999	0.4964
0.9390	11.3944	2.3035	0.9106	0.9999	0.5065
0.9315	12.7046	2.3033	0.9084	0.9999	0.4957
0.9381	14.0480	2.3028	0.8994	0.9999	0.5030
0.9321	15.4080	2.3026	0.8814	0.9999	0.4843
0.9409	16.8494	2.3021	0.8614	0.9999	0.5048
0.9482	18.3448	2.3019	0.8482	0.9999	0.5325
0.9565	19.9142	2.3014	0.8461	0.9999	0.5557
0.9632	21.5836	2.3010	0.8469	0.9999	0.5733
0.9726	23.3344	2.3007	0.8562	0.9999	0.6198
0.9809	25.2318	2.3003	0.8672	0.9999	0.6478
0.9839	27.2638	2.2998	0.8731	0.9999	0.6126
0.9898	29.3716	2.2994	0.8799	0.9999	0.6631
0.9932	31.6826	2.2989	0.8853	0.9999	0.7117
0.9950	34.1096	2.2982	0.8878	0.9999	0.7610
0.9980	36.6948	2.2978	0.8929	0.9999	0.8489
0.9973	39.4080	2.2971	0.8934	0.9999	0.7371
0.9986	42.3778	2.2964	0.8962	0.9999	0.7777
0.9994	45.5782	2.2957	0.8970	0.9999	0.9217
0.9991	49.0222	2.2950	0.8972	0.9999	0.8260
0.9998	52.7592	2.2941	0.8985	0.9999	0.9791
0.9999	56.7834	2.2932	0.8987	0.9999	0.9832
0.9997	61.3278	2.2922	0.8982	0.9999	0.9216
0.9999	66.5868	2.2909	0.8984	0.9999	0.9859
0.9999	72.5268	2.2897	0.8984	0.9999	0.9812
0.9999	79.2906	2.2881	0.8984	0.9999	0.9867
0.9999	87.5580	2.2863	0.8982	0.9999	0.9951
0.9999	97.8170	2.2840	0.8980	0.9999	0.9961
0.9999	111.4156	2.2810	0.8977	0.9999	0.9816
0.9999	131.5482	2.2767	0.8973	0.9999	0.9975
0.9999	171.7674	2.2685	0.8963	0.9999	0.0000
