alpha = 0.3600
gamma = 10.0000
prob.endemic = 0.4000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 359767173
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7021	0.0000	6.4327	0.8450	0.9999	0.5046
0.6984	1.0058	5.8565	0.8446	0.9999	0.5017
0.6900	2.0202	5.3684	0.8454	0.9999	0.4931
0.6853	3.0446	5.4015	0.8487	0.9999	0.4994
0.7023	4.0798	2.9420	0.8365	0.9999	0.5070
0.6797	5.1214	3.3628	0.8430	0.9999	0.4874
0.6879	6.1678	2.3680	0.8335	0.9999	0.4932
0.6861	7.2244	1.9434	0.8247	0.9999	0.4986
0.6815	8.2984	1.4127	0.7980	0.9999	0.4938
0.6654	9.3762	1.0218	0.7288	0.9999	0.4853
0.6882	10.4808	1.0217	0.5694	0.9999	0.4969
0.6751	11.6136	0.7270	0.4280	0.9999	0.4889
0.6933	12.7874	0.5905	0.3785	0.9999	0.5037
0.6895	13.9988	0.4241	0.3433	0.9999	0.4963
0.6909	15.2706	0.3354	0.3235	0.9999	0.4995
0.6999	16.5988	0.2960	0.3169	0.9999	0.5099
0.7072	18.0042	0.2844	0.3148	0.9999	0.5101
0.7117	19.4608	0.2482	0.3121	0.9999	0.5090
0.7207	21.0012	0.2575	0.3155	0.9999	0.5148
0.7238	22.6488	0.2322	0.3115	0.9999	0.5188
0.7375	24.3856	0.3878	0.3256	0.9999	0.5172
0.7438	26.2504	0.4222	0.3279	0.9999	0.5213
0.7515	28.2112	0.5603	0.3327	0.9999	0.5260
0.7600	30.3428	0.8848	0.3425	0.9999	0.5258
0.7619	32.6018	1.0181	0.3433	0.9999	0.5217
0.7779	35.0840	1.0182	0.3580	0.9999	0.5320
0.7972	37.7870	1.0181	0.3778	0.9999	0.5373
0.7933	40.6938	1.0178	0.3780	0.9999	0.5245
0.8087	44.0292	1.0175	0.3925	0.9999	0.5360
0.8244	47.6770	1.0172	0.4105	0.9999	0.5380
0.8404	51.7764	1.0168	0.4291	0.9999	0.5447
0.8521	56.4662	1.0164	0.4484	0.9999	0.5326
0.8758	61.8244	1.0158	0.4717	0.9999	0.5533
0.8914	68.0604	1.0152	0.4937	0.9999	0.5514
0.8977	75.6998	1.0144	0.5043	0.9999	0.5388
0.9230	85.1308	1.0136	0.5349	0.9999	0.5542
0.9449	97.0108	1.0125	0.5594	0.9999	0.5781
0.9586	113.0348	1.0111	0.5799	0.9999	0.5710
0.9804	138.7068	1.0088	0.6068	0.9999	0.6181
0.9917	189.1130	1.0043	0.6195	0.9999	0.6860
