alpha = 0.6000
gamma = 15.0000
prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1420446655
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9477	0.0000	0.5116	0.4584	0.9999	0.4907
0.9486	1.0230	0.5115	0.4578	0.9999	0.5006
0.9457	2.0678	0.5115	0.4605	0.9999	0.5008
0.9463	3.1410	0.5114	0.4595	0.9999	0.5012
0.9468	4.2308	0.5114	0.4592	0.9999	0.4952
0.9440	5.3542	0.5113	0.4625	0.9999	0.5036
0.9410	6.5090	0.5113	0.4633	0.9999	0.4965
0.9393	7.6988	0.5112	0.4657	0.9999	0.5120
0.9391	8.9156	0.5111	0.4620	0.9999	0.4809
0.9371	10.1726	0.5111	0.4621	0.9999	0.4976
0.9328	11.4726	0.5110	0.4601	0.9999	0.4922
0.9363	12.7948	0.5110	0.4414	0.9999	0.4764
0.9273	14.1618	0.5109	0.4292	0.9999	0.4650
0.9340	15.5798	0.5108	0.3972	0.9999	0.4793
0.9364	17.0706	0.5107	0.3778	0.9999	0.4934
0.9343	18.5920	0.5106	0.3642	0.9999	0.4804
0.9341	20.1702	0.5106	0.3589	0.9999	0.4831
0.9316	21.8030	0.5105	0.3544	0.9999	0.4861
0.9349	23.5510	0.5104	0.3545	0.9999	0.4898
0.9404	25.3622	0.5103	0.3583	0.9999	0.4797
0.9400	27.2882	0.5102	0.3561	0.9999	0.4966
0.9400	29.2968	0.5101	0.3555	0.9999	0.4977
0.9430	31.4192	0.5100	0.3575	0.9999	0.4911
0.9487	33.6444	0.5099	0.3605	0.9999	0.5082
0.9475	36.0374	0.5098	0.3601	0.9999	0.4957
0.9479	38.6006	0.5096	0.3604	0.9999	0.4915
0.9540	41.3482	0.5094	0.3637	0.9999	0.5042
0.9527	44.3660	0.5093	0.3645	0.9999	0.4769
0.9544	47.5568	0.5091	0.3644	0.9999	0.4932
0.9594	51.0790	0.5090	0.3678	0.9999	0.5026
0.9579	54.9960	0.5088	0.3648	0.9999	0.5305
0.9608	59.2558	0.5085	0.3680	0.9999	0.4977
0.9651	64.0844	0.5083	0.3714	0.9999	0.5001
0.9678	69.6174	0.5080	0.3731	0.9999	0.5063
0.9710	76.0780	0.5077	0.3750	0.9999	0.5174
0.9759	83.8564	0.5073	0.3794	0.9999	0.4961
0.9803	93.4536	0.5069	0.3820	0.9999	0.5167
0.9821	106.6124	0.5062	0.3833	0.9999	0.5121
0.9874	126.7034	0.5053	0.3868	0.9999	0.5048
0.9890	165.5658	0.5035	0.3870	0.9999	0.4987
