alpha = 0.3600
gamma = 60.0000
prob.endemic = 0.7000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 515112766
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8525	0.0000	0.0119	0.7404	0.9999	0.4966
0.8484	1.0284	0.0119	0.7429	0.9999	0.4913
0.8369	2.0898	0.0118	0.7497	0.9999	0.4879
0.8432	3.1808	0.0118	0.7512	0.9999	0.5149
0.8342	4.2914	0.0117	0.7547	0.9999	0.5010
0.8340	5.4224	0.0117	0.7560	0.9999	0.5072
0.8199	6.5974	0.0116	0.7654	0.9999	0.5044
0.8204	7.8076	0.0116	0.7641	0.9999	0.5016
0.8132	9.0556	0.0116	0.7657	0.9999	0.4846
0.8049	10.3240	0.0115	0.7733	0.9999	0.4964
0.8008	11.6464	0.0115	0.7757	0.9999	0.4932
0.7993	13.0316	0.0114	0.7765	0.9999	0.4918
0.7857	14.4368	0.0113	0.7870	0.9999	0.4941
0.7754	15.8808	0.0113	0.7927	0.9999	0.4889
0.7751	17.3594	0.0113	0.7941	0.9999	0.4922
0.7692	18.9028	0.0112	0.7973	0.9999	0.4916
0.7538	20.5070	0.0112	0.8058	0.9999	0.4838
0.7479	22.1178	0.0111	0.8074	0.9999	0.4751
0.7433	23.8028	0.2034	0.8143	0.9999	0.4891
0.7320	25.5476	0.9540	0.8216	0.9999	0.4869
0.7291	27.3496	1.1639	0.8240	0.9999	0.4886
0.7194	29.2208	1.5648	0.8298	0.9999	0.4870
0.7068	31.1562	1.8861	0.8361	0.9999	0.4831
0.6980	33.1262	2.2615	0.8453	0.9999	0.4907
0.6909	35.1486	2.1488	0.8462	0.9999	0.4843
0.6814	37.2316	2.3467	0.8526	0.9999	0.4855
0.6634	39.3744	2.5312	0.8605	0.9999	0.4761
0.6555	41.6168	2.4194	0.8642	0.9999	0.4800
0.6506	43.8644	2.1631	0.8670	0.9999	0.4840
0.6473	46.2288	1.8085	0.8653	0.9999	0.4858
0.6222	48.6546	1.6310	0.8634	0.9999	0.4668
0.6187	51.1286	1.1542	0.8440	0.9999	0.4670
0.6074	53.7672	0.7061	0.8056	0.9999	0.4654
0.5985	56.5622	0.2029	0.7339	0.9999	0.4632
0.5913	59.5254	0.0094	0.6334	0.9999	0.4642
0.6066	62.8330	0.0089	0.5226	0.9999	0.4735
0.6258	66.8172	-0.4003	0.4139	0.9999	0.4787
0.6618	72.2834	-0.7219	0.3563	0.9999	0.4881
0.7131	81.0080	-0.7713	0.3432	0.9999	0.5042
0.8243	101.0904	0.0061	0.4258	0.9999	0.5451
