alpha = 0.4600
gamma = 60.0000
prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1755735257
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8057	0.0000	-0.1072	0.7473	0.9999	0.4999
0.7941	1.0282	-0.1073	0.7552	0.9999	0.4944
0.7897	2.0882	-0.1073	0.7594	0.9999	0.4985
0.7773	3.1722	-0.1074	0.7691	0.9999	0.4985
0.7697	4.2916	-0.1074	0.7724	0.9999	0.4904
0.7676	5.4436	-0.1075	0.7764	0.9999	0.4964
0.7652	6.6328	-0.1075	0.7806	0.9999	0.5029
0.7556	7.8676	-0.1075	0.7876	0.9999	0.5029
0.7326	9.1240	0.7050	0.7977	0.9999	0.4809
0.7318	10.4342	1.4562	0.8042	0.9999	0.4947
0.7234	11.7710	1.8573	0.8070	0.9999	0.4862
0.7241	13.1676	1.7130	0.8077	0.9999	0.4889
0.7065	14.5874	2.8867	0.8217	0.9999	0.4889
0.7008	16.0590	3.0296	0.8223	0.9999	0.4793
0.6927	17.5580	3.6284	0.8314	0.9999	0.4895
0.6888	19.1308	3.8424	0.8383	0.9999	0.4962
0.6774	20.7236	4.2736	0.8429	0.9999	0.4858
0.6614	22.3690	4.9965	0.8544	0.9999	0.4858
0.6532	24.0580	4.6825	0.8573	0.9999	0.4795
0.6487	25.8076	4.8134	0.8654	0.9999	0.4875
0.6510	27.5774	4.4549	0.8657	0.9999	0.4945
0.6325	29.3812	4.8328	0.8738	0.9999	0.4811
0.6217	31.2690	5.1085	0.8849	0.9999	0.4870
0.6115	33.1696	4.8500	0.8886	0.9999	0.4819
0.6021	35.1324	4.7953	0.8946	0.9999	0.4823
0.5985	37.1270	4.4265	0.8998	0.9999	0.4865
0.5845	39.2026	4.3774	0.9015	0.9999	0.4755
0.5743	41.2626	4.0126	0.9082	0.9999	0.4756
0.5624	43.4106	3.7179	0.9124	0.9999	0.4719
0.5551	45.6182	3.1754	0.9144	0.9999	0.4734
0.5460	47.8344	2.7761	0.9075	0.9999	0.4650
0.5371	50.1330	2.1624	0.8940	0.9999	0.4618
0.5274	52.4112	1.5490	0.8656	0.9999	0.4595
0.5239	54.8266	0.9355	0.8100	0.9999	0.4562
0.5122	57.3672	0.3224	0.7154	0.9999	0.4543
0.5133	60.0496	-0.1098	0.5825	0.9999	0.4500
0.5153	63.1428	-0.4635	0.4403	0.9999	0.4564
0.5404	67.0970	-1.1274	0.3169	0.9999	0.4671
0.5630	72.9680	-2.0893	0.2292	0.9999	0.4733
0.6505	86.0238	-2.2524	0.2385	0.9999	0.5034
