alpha = 0.1300
gamma = 60.0000
prob.endemic = 0.8000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1091093051
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8983	0.0000	0.3123	0.7954	0.9999	0.4948
0.8983	1.0246	0.3122	0.7953	0.9999	0.4957
0.8934	2.0764	0.3122	0.7983	0.9999	0.4995
0.8931	3.1626	0.3122	0.7986	0.9999	0.5003
0.8911	4.2670	0.3121	0.7991	0.9999	0.4981
0.8858	5.4030	0.3121	0.8016	0.9999	0.4966
0.8798	6.5708	0.3120	0.8052	0.9999	0.4997
0.8734	7.7722	0.3120	0.8086	0.9999	0.5012
0.8757	9.0006	0.3119	0.8073	0.9999	0.5032
0.8724	10.2660	0.3118	0.8089	0.9999	0.5037
0.8720	11.5926	0.3118	0.8095	0.9999	0.5059
0.8718	12.9560	0.3118	0.8099	0.9999	0.5075
0.8589	14.3604	0.3117	0.8146	0.9999	0.4931
0.8518	15.7994	0.3116	0.8177	0.9999	0.4928
0.8473	17.3012	0.3116	0.8199	0.9999	0.4895
0.8424	18.8364	0.3115	0.8227	0.9999	0.4948
0.8427	20.4214	0.3115	0.8245	0.9999	0.5066
0.8283	22.0644	0.3114	0.8291	0.9999	0.4925
0.8228	23.7696	0.3113	0.8294	0.9999	0.4760
0.8206	25.5524	0.3113	0.8330	0.9999	0.4958
0.8076	27.3398	0.3112	0.8371	0.9999	0.4799
0.8076	29.2302	0.3112	0.8382	0.9999	0.4877
0.7961	31.2146	0.3111	0.8441	0.9999	0.4875
0.7975	33.2570	0.3110	0.8452	0.9999	0.5030
0.7844	35.3816	0.3109	0.8492	0.9999	0.4907
0.7742	37.6020	0.3109	0.8528	0.9999	0.4858
0.7660	39.8898	0.3108	0.8567	0.9999	0.4869
0.7640	42.2454	0.3108	0.8589	0.9999	0.4981
0.7486	44.7260	0.3107	0.8606	0.9999	0.4866
0.7399	47.3082	0.3107	0.8595	0.9999	0.4836
0.7192	50.0000	0.5038	0.8575	0.9999	0.4845
0.7193	52.8058	0.3104	0.8334	0.9999	0.4818
0.7060	55.7410	0.3101	0.7941	0.9999	0.4761
0.7051	58.9164	0.3098	0.7277	0.9999	0.4775
0.7090	62.5238	0.3095	0.6530	0.9999	0.4751
0.7332	66.8188	0.3091	0.5834	0.9999	0.4876
0.7899	72.5312	0.3086	0.5611	0.9999	0.5231
0.8358	80.6108	0.3083	0.5615	0.9999	0.5265
0.9052	94.1442	0.3079	0.6155	0.9999	0.5873
0.9628	123.6866	0.3069	0.6885	0.9999	0.6166
