alpha = 0.3600
gamma = 60.0000
prob.endemic = 0.4000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1794413769
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7006	0.0000	4.4812	0.8497	0.9999	0.5009
0.6785	1.0582	6.6683	0.8656	0.9999	0.5012
0.6623	2.1762	7.4454	0.8756	0.9999	0.4976
0.6479	3.3460	8.5375	0.8876	0.9999	0.5007
0.6326	4.5690	9.3100	0.8979	0.9999	0.4969
0.6136	5.8256	10.1614	0.9112	0.9999	0.4958
0.6074	7.1208	10.1963	0.9139	0.9999	0.4933
0.5917	8.4746	10.9086	0.9236	0.9999	0.4895
0.5807	9.8580	11.3122	0.9300	0.9999	0.4887
0.5702	11.3040	11.2364	0.9384	0.9999	0.4890
0.5579	12.7334	11.9794	0.9423	0.9999	0.4824
0.5452	14.2088	12.0229	0.9516	0.9999	0.4813
0.5472	15.7060	11.2453	0.9544	0.9999	0.4888
0.5363	17.2344	11.4444	0.9591	0.9999	0.4838
0.5294	18.7964	11.3227	0.9607	0.9999	0.4792
0.5276	20.3830	10.9158	0.9647	0.9999	0.4834
0.5228	21.9786	10.5788	0.9691	0.9999	0.4849
0.5187	23.5976	10.1713	0.9736	0.9999	0.4882
0.5051	25.2172	10.3813	0.9730	0.9999	0.4723
0.5074	26.8908	9.6368	0.9772	0.9999	0.4810
0.4986	28.5342	9.4466	0.9805	0.9999	0.4770
0.4937	30.2012	8.9382	0.9823	0.9999	0.4748
0.4889	31.9016	8.6069	0.9820	0.9999	0.4707
0.4868	33.6038	8.2023	0.9832	0.9999	0.4707
0.4832	35.3242	7.6715	0.9853	0.9999	0.4700
0.4841	37.0562	7.1145	0.9848	0.9999	0.4727
0.4716	38.7720	6.7933	0.9850	0.9999	0.4597
0.4688	40.5196	6.4120	0.9844	0.9999	0.4579
0.4713	42.3022	5.6575	0.9834	0.9999	0.4625
0.4696	44.0736	5.0519	0.9841	0.9999	0.4626
0.4599	45.8862	4.5460	0.9821	0.9999	0.4541
0.4553	47.6756	4.0794	0.9778	0.9999	0.4490
0.4572	49.4898	3.4029	0.9708	0.9999	0.4520
0.4518	51.3596	2.7660	0.9608	0.9999	0.4473
0.4405	53.2342	2.1360	0.9391	0.9999	0.4373
0.4321	55.1366	1.5045	0.8934	0.9999	0.4287
0.4286	57.1352	0.8495	0.8048	0.9999	0.4255
0.4135	59.2818	0.2463	0.6733	0.9999	0.4112
0.4184	61.9336	-0.3663	0.4942	0.9999	0.4157
0.4512	66.2978	-1.2765	0.3059	0.9999	0.4453
