alpha = 0.1700
gamma = 60.0000
prob.endemic = 0.4000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 648243517
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6880	0.0000	5.7799	0.8891	0.9999	0.4887
0.6830	1.0684	6.4393	0.8959	0.9999	0.5009
0.6548	2.1792	8.3318	0.9119	0.9999	0.5010
0.6516	3.3568	8.4048	0.9143	0.9999	0.5021
0.6350	4.5922	9.2168	0.9221	0.9999	0.4997
0.6199	5.8588	9.8504	0.9288	0.9999	0.4946
0.6020	7.1800	11.1519	0.9366	0.9999	0.4891
0.5911	8.5172	11.1214	0.9431	0.9999	0.4924
0.5885	9.8986	11.2191	0.9480	0.9999	0.4999
0.5776	11.3142	10.8114	0.9513	0.9999	0.4932
0.5641	12.7614	11.5585	0.9580	0.9999	0.4921
0.5485	14.2436	11.9356	0.9656	0.9999	0.4906
0.5488	15.7660	11.6712	0.9651	0.9999	0.4892
0.5385	17.2988	11.4319	0.9696	0.9999	0.4863
0.5243	18.8626	11.8003	0.9739	0.9999	0.4804
0.5190	20.4470	11.6536	0.9757	0.9999	0.4785
0.5207	22.0378	10.7588	0.9775	0.9999	0.4841
0.5151	23.6342	10.8507	0.9801	0.9999	0.4826
0.5108	25.2348	10.1644	0.9814	0.9999	0.4814
0.5087	26.8650	9.8142	0.9828	0.9999	0.4826
0.5004	28.5508	9.6398	0.9851	0.9999	0.4779
0.4980	30.2082	9.2287	0.9872	0.9999	0.4798
0.4890	31.9180	9.0672	0.9872	0.9999	0.4713
0.4871	33.6298	8.4847	0.9884	0.9999	0.4720
0.4975	35.3530	7.4741	0.9877	0.9999	0.4821
0.4825	37.0710	7.4054	0.9899	0.9999	0.4717
0.4912	38.8080	6.4798	0.9891	0.9999	0.4808
0.4840	40.5382	6.3421	0.9896	0.9999	0.4753
0.4794	42.2934	5.6461	0.9891	0.9999	0.4717
0.4715	44.0508	5.2878	0.9887	0.9999	0.4643
0.4708	45.8322	4.6569	0.9887	0.9999	0.4659
0.4725	47.6270	4.0115	0.9856	0.9999	0.4681
0.4532	49.4410	3.6656	0.9831	0.9999	0.4477
0.4521	51.2300	2.9981	0.9755	0.9999	0.4486
0.4475	53.0736	2.4200	0.9630	0.9999	0.4441
0.4431	54.9436	1.7731	0.9317	0.9999	0.4403
0.4319	56.8844	1.1442	0.8649	0.9999	0.4291
0.4269	58.9558	0.5553	0.7491	0.9999	0.4242
0.4320	61.4288	0.0328	0.5815	0.9999	0.4295
0.4630	65.3016	-0.8076	0.3836	0.9999	0.4582
