alpha = 0.6000
gamma = 60.0000
prob.endemic = 0.8000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 2082970464
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9009	0.0000	-0.2891	0.6191	0.9999	0.5074
0.8987	1.0282	-0.2892	0.6208	0.9999	0.5031
0.8941	2.0868	-0.2892	0.6258	0.9999	0.5049
0.8927	3.1724	-0.2893	0.6239	0.9999	0.4928
0.8847	4.2772	-0.2893	0.6342	0.9999	0.5036
0.8873	5.4320	-0.2893	0.6340	0.9999	0.5188
0.8767	6.6158	-0.2894	0.6367	0.9999	0.4825
0.8730	7.8286	-0.2894	0.6422	0.9999	0.4945
0.8780	9.0802	-0.2895	0.6367	0.9999	0.4892
0.8647	10.3750	-0.2896	0.6485	0.9999	0.4871
0.8653	11.6900	-0.2896	0.6470	0.9999	0.4829
0.8666	13.0548	-0.2896	0.6502	0.9999	0.4996
0.8535	14.4766	-0.2897	0.6594	0.9999	0.4939
0.8528	15.9646	-0.2898	0.6583	0.9999	0.4849
0.8478	17.5158	-0.2898	0.6648	0.9999	0.4921
0.8419	19.0802	-0.2899	0.6705	0.9999	0.4943
0.8345	20.6928	-0.2899	0.6745	0.9999	0.4847
0.8333	22.3856	-0.2900	0.6753	0.9999	0.4823
0.8221	24.1410	-0.2901	0.6857	0.9999	0.4887
0.8166	25.9582	-0.2901	0.6946	0.9999	0.5012
0.8059	27.8020	-0.2902	0.6948	0.9999	0.4704
0.8001	29.7550	-0.2903	0.7060	0.9999	0.4907
0.7930	31.7950	-0.2903	0.7111	0.9999	0.4898
0.7883	33.9006	-0.2904	0.7129	0.9999	0.4841
0.7782	36.0810	-0.2905	0.7211	0.9999	0.4838
0.7706	38.3776	-0.2906	0.7261	0.9999	0.4837
0.7613	40.7460	-0.2906	0.7332	0.9999	0.4859
0.7358	43.2004	-0.2906	0.7443	0.9999	0.4692
0.7336	45.7898	-0.1917	0.7417	0.9999	0.4766
0.7216	48.4420	-0.1051	0.7344	0.9999	0.4739
0.7104	51.2750	-0.2908	0.7134	0.9999	0.4698
0.7069	54.2470	-0.2912	0.6688	0.9999	0.4677
0.7008	57.4250	-0.2915	0.6032	0.9999	0.4699
0.6980	60.9294	-0.2917	0.5118	0.9999	0.4652
0.6999	64.8796	-0.2922	0.4329	0.9999	0.4648
0.7061	69.5672	-0.2928	0.3584	0.9999	0.4653
0.7316	75.3816	-0.2933	0.3285	0.9999	0.4638
0.7625	83.2940	-0.2938	0.3208	0.9999	0.4864
0.8158	95.9262	-0.2941	0.3525	0.9999	0.4953
0.8853	123.0680	-0.2950	0.4116	0.9999	0.5082
