alpha = 0.1700
gamma = 60.0000
prob.endemic = 0.9000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 94267738
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9514	0.0000	0.2511	0.7509	0.9999	0.5194
0.9497	1.0252	0.2510	0.7500	0.9999	0.4834
0.9443	2.0756	0.2510	0.7521	0.9999	0.4728
0.9454	3.1656	0.2509	0.7531	0.9999	0.5002
0.9511	4.2708	0.2509	0.7514	0.9999	0.5287
0.9441	5.4180	0.2508	0.7529	0.9999	0.4930
0.9388	6.5762	0.2508	0.7552	0.9999	0.4800
0.9395	7.7844	0.2508	0.7558	0.9999	0.4950
0.9383	9.0320	0.2507	0.7562	0.9999	0.4933
0.9454	10.3236	0.2506	0.7543	0.9999	0.5235
0.9313	11.6436	0.2506	0.7597	0.9999	0.4874
0.9325	12.9986	0.2505	0.7600	0.9999	0.5025
0.9309	14.4216	0.2505	0.7607	0.9999	0.5016
0.9281	15.8768	0.2504	0.7624	0.9999	0.5001
0.9246	17.3752	0.2503	0.7645	0.9999	0.5038
0.9178	18.9470	0.2503	0.7664	0.9999	0.4834
0.9198	20.5776	0.2502	0.7659	0.9999	0.4928
0.9154	22.2884	0.2501	0.7679	0.9999	0.4890
0.9120	24.0604	0.2501	0.7685	0.9999	0.4760
0.9054	25.8784	0.2500	0.7736	0.9999	0.4926
0.8992	27.8042	0.2499	0.7760	0.9999	0.4858
0.9023	29.8302	0.2498	0.7759	0.9999	0.5029
0.8972	31.8858	0.2498	0.7775	0.9999	0.4952
0.8926	34.0178	0.2497	0.7800	0.9999	0.4942
0.8874	36.2720	0.2496	0.7818	0.9999	0.4898
0.8851	38.6578	0.2495	0.7840	0.9999	0.4991
0.8759	41.1444	0.2494	0.7865	0.9999	0.4868
0.8567	43.8174	0.2493	0.7930	0.9999	0.4794
0.8576	46.5936	0.2492	0.7905	0.9999	0.4844
0.8467	49.5202	0.2491	0.7848	0.9999	0.4894
0.8444	52.7316	0.2489	0.7711	0.9999	0.4892
0.8447	56.1100	0.2487	0.7417	0.9999	0.4956
0.8315	59.9040	0.2485	0.7024	0.9999	0.4789
0.8404	64.1324	0.2482	0.6638	0.9999	0.4815
0.8578	69.1334	0.2479	0.6288	0.9999	0.4871
0.8910	75.2522	0.2476	0.6217	0.9999	0.5205
0.9180	83.4210	0.2473	0.6329	0.9999	0.5193
0.9504	94.4314	0.2469	0.6557	0.9999	0.5825
0.9727	112.0808	0.2462	0.6831	0.9999	0.5883
0.9904	147.7946	0.2449	0.7066	0.9999	0.6098
