alpha = 0.7700
gamma = 60.0000
prob.endemic = 0.0000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 903398896
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5034	0.0000	17.4923	0.9796	0.0000	0.5034
0.4405	1.1434	20.3262	0.9995	0.0000	0.4405
0.4306	2.2978	20.5198	1.0000	0.0000	0.4306
0.4267	3.4676	20.4672	0.9999	0.0000	0.4267
0.4247	4.6380	20.2625	1.0000	0.0000	0.4247
0.4198	5.8166	19.8088	1.0000	0.0000	0.4198
0.4190	7.0026	19.7340	1.0000	0.0000	0.4190
0.4206	8.1798	18.9830	1.0000	0.0000	0.4206
0.4183	9.3814	18.5401	1.0000	0.0000	0.4183
0.4137	10.5816	18.1999	1.0000	0.0000	0.4137
0.4186	11.7674	17.8245	1.0000	0.0000	0.4186
0.4157	13.0020	17.1111	1.0000	0.0000	0.4157
0.4087	14.2104	17.3994	1.0000	0.0000	0.4087
0.4061	15.4250	16.8444	1.0000	0.0000	0.4061
0.4047	16.6490	16.2595	1.0000	0.0000	0.4047
0.4076	17.9012	15.8182	1.0000	0.0000	0.4076
0.4063	19.1446	15.2878	1.0000	0.0000	0.4063
0.3981	20.3970	15.3059	1.0000	0.0000	0.3981
0.3954	21.6620	14.7593	1.0000	0.0000	0.3954
0.3921	22.9302	14.4600	1.0000	0.0000	0.3921
0.3874	24.2182	14.1876	1.0000	0.0000	0.3874
0.3873	25.4946	13.5089	1.0000	0.0000	0.3873
0.3793	26.7874	13.4930	1.0000	0.0000	0.3793
0.3778	28.0964	12.9675	1.0000	0.0000	0.3778
0.3750	29.4312	12.5054	1.0000	0.0000	0.3750
0.3715	30.7672	11.9769	1.0000	0.0000	0.3715
0.3649	32.1248	11.6474	1.0000	0.0000	0.3649
0.3645	33.4982	11.1144	1.0000	0.0000	0.3645
0.3511	34.8754	10.7091	1.0000	0.0000	0.3511
0.3419	36.3076	10.4694	1.0000	0.0000	0.3419
0.3435	37.7538	9.6987	1.0000	0.0000	0.3435
0.3295	39.2312	9.4712	1.0000	0.0000	0.3295
0.3283	40.7536	8.7021	1.0000	0.0000	0.3283
0.3130	42.3134	8.3314	1.0000	0.0000	0.3130
0.2995	43.9572	7.9075	1.0000	0.0000	0.2995
0.2846	45.6674	7.2064	0.9999	0.0000	0.2846
0.2649	47.4578	6.5736	0.9999	0.0000	0.2649
0.2419	49.4272	5.8681	0.9997	0.0000	0.2419
0.2043	51.6218	5.1481	0.9994	0.0000	0.2043
0.1421	54.3996	4.0245	0.9930	0.0000	0.1421
