alpha = 0.2200
gamma = 60.0000
prob.endemic = 0.3000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1906765032
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6560	0.0000	8.2831	0.9019	0.9999	0.5020
0.5963	1.1562	12.3055	0.9362	0.9999	0.4944
0.5637	2.3902	14.1267	0.9530	0.9999	0.4889
0.5578	3.6886	13.9316	0.9628	0.9999	0.5006
0.5385	5.0214	14.6959	0.9667	0.9999	0.4855
0.5211	6.3770	15.6311	0.9744	0.9999	0.4812
0.5140	7.7620	15.0670	0.9816	0.9999	0.4858
0.4974	9.1556	15.5712	0.9835	0.9999	0.4717
0.4989	10.5886	15.0029	0.9856	0.9999	0.4767
0.4975	12.0282	14.7098	0.9886	0.9999	0.4807
0.4842	13.4744	15.1789	0.9895	0.9999	0.4677
0.4911	14.9410	14.1533	0.9920	0.9999	0.4795
0.4849	16.4158	13.8648	0.9933	0.9999	0.4757
0.4826	17.8938	13.3314	0.9940	0.9999	0.4745
0.4744	19.3570	13.3858	0.9938	0.9999	0.4660
0.4776	20.8526	12.8827	0.9955	0.9999	0.4719
0.4749	22.3676	12.2919	0.9959	0.9999	0.4696
0.4766	23.8702	11.7200	0.9962	0.9999	0.4722
0.4712	25.3888	11.1785	0.9969	0.9999	0.4685
0.4669	26.9256	11.1991	0.9978	0.9999	0.4648
0.4656	28.4470	10.6346	0.9973	0.9999	0.4633
0.4604	29.9872	10.2891	0.9973	0.9999	0.4587
0.4572	31.5160	9.7000	0.9978	0.9999	0.4559
0.4629	33.0766	9.1030	0.9973	0.9999	0.4620
0.4593	34.6062	8.8694	0.9973	0.9999	0.4580
0.4566	36.1798	8.1504	0.9971	0.9999	0.4556
0.4482	37.7558	7.9178	0.9974	0.9999	0.4478
0.4532	39.3326	7.2430	0.9963	0.9999	0.4523
0.4470	40.8984	6.8322	0.9967	0.9999	0.4466
0.4506	42.5014	6.0877	0.9956	0.9999	0.4495
0.4445	44.0856	5.6871	0.9951	0.9999	0.4438
0.4322	45.7206	5.3057	0.9945	0.9999	0.4317
0.4321	47.3438	4.7016	0.9926	0.9999	0.4316
0.4269	48.9926	4.1224	0.9911	0.9999	0.4268
0.4200	50.6738	3.4998	0.9851	0.0000	0.4200
0.4092	52.4042	2.9287	0.9765	0.9999	0.4091
0.3952	54.1790	2.3206	0.9563	0.0000	0.3952
0.3781	56.0144	1.6929	0.9108	0.9999	0.3780
0.3555	58.0498	1.0272	0.8158	0.0000	0.3555
0.3419	60.7202	0.1802	0.6239	0.0000	0.3419
