alpha = 0.1700
gamma = 60.0000
prob.endemic = 0.1000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1112255139
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5502	0.0000	15.4723	0.9674	0.9999	0.4985
0.4530	1.2134	20.8739	0.9985	0.9999	0.4507
0.4507	2.4472	20.2258	0.9997	0.9999	0.4502
0.4529	3.7000	19.3439	0.9999	0.9999	0.4527
0.4447	4.9408	19.4287	1.0000	0.0000	0.4447
0.4481	6.1872	19.0008	1.0000	0.0000	0.4481
0.4422	7.4482	19.0661	1.0000	0.0000	0.4422
0.4455	8.6958	18.1195	1.0000	0.0000	0.4455
0.4395	9.9580	17.8123	1.0000	0.0000	0.4395
0.4379	11.2178	17.9069	1.0000	0.0000	0.4379
0.4366	12.5094	17.3774	1.0000	0.0000	0.4366
0.4353	13.7760	16.9418	1.0000	0.0000	0.4353
0.4255	15.0568	16.9044	1.0000	0.0000	0.4255
0.4327	16.3526	16.1143	1.0000	0.0000	0.4327
0.4225	17.6444	16.3007	1.0000	0.0000	0.4225
0.4248	18.9444	15.3877	1.0000	0.0000	0.4248
0.4247	20.2508	14.9969	1.0000	0.0000	0.4247
0.4222	21.5712	14.6399	1.0000	0.0000	0.4222
0.4183	22.8878	14.1551	1.0000	0.0000	0.4183
0.4165	24.2342	13.9306	1.0000	0.0000	0.4165
0.4158	25.5746	13.4521	1.0000	0.0000	0.4158
0.4158	26.9304	12.6936	1.0000	0.0000	0.4158
0.4102	28.2920	12.4760	1.0000	0.0000	0.4102
0.4098	29.6480	11.9313	1.0000	0.0000	0.4098
0.3996	31.0186	11.9827	1.0000	0.0000	0.3996
0.3992	32.4040	11.2021	1.0000	0.0000	0.3992
0.3961	33.7904	10.8191	1.0000	0.0000	0.3961
0.3840	35.2006	10.4888	1.0000	0.0000	0.3840
0.3892	36.6396	9.8420	1.0000	0.0000	0.3892
0.3805	38.0918	9.3820	1.0000	0.0000	0.3805
0.3684	39.5540	9.0804	1.0000	0.0000	0.3684
0.3707	41.0658	8.4567	1.0000	0.0000	0.3707
0.3606	42.5844	7.8794	1.0000	0.0000	0.3606
0.3474	44.1534	7.4464	0.9999	0.0000	0.3474
0.3348	45.7626	6.9203	0.9999	0.0000	0.3348
0.3202	47.4254	6.3723	0.9999	0.0000	0.3202
0.3059	49.2038	5.6912	0.9998	0.0000	0.3059
0.2804	51.1094	5.0784	0.9995	0.0000	0.2804
0.2397	53.1970	4.3612	0.9982	0.0000	0.2397
0.1722	55.7516	3.3985	0.9854	0.0000	0.1722
