alpha = 0.3600
gamma = 60.0000
prob.endemic = 0.6000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 734102192
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7957	0.0000	0.0119	0.7835	0.9999	0.5043
0.7978	1.0300	0.0119	0.7786	0.9999	0.4961
0.7832	2.0866	0.0118	0.7898	0.9999	0.4964
0.7822	3.1728	0.0118	0.7897	0.9999	0.4953
0.7734	4.2944	0.0117	0.7971	0.9999	0.4974
0.7708	5.4532	0.0117	0.7998	0.9999	0.4998
0.7573	6.6354	0.0116	0.8052	0.9999	0.4878
0.7516	7.8614	0.0116	0.8123	0.9999	0.4976
0.7461	9.1180	0.0116	0.8133	0.9999	0.4901
0.7378	10.4254	0.8513	0.8207	0.9999	0.4938
0.7379	11.7658	1.0812	0.8227	0.9999	0.5003
0.7284	13.1496	1.6956	0.8284	0.9999	0.4955
0.7135	14.5662	2.8766	0.8387	0.9999	0.4963
0.7138	16.0218	2.7025	0.8406	0.9999	0.5016
0.6920	17.4910	3.6401	0.8501	0.9999	0.4873
0.6894	19.0344	3.8373	0.8511	0.9999	0.4855
0.6868	20.6382	4.0622	0.8565	0.9999	0.4960
0.6654	22.2740	4.7440	0.8690	0.9999	0.4882
0.6627	23.9320	4.7771	0.8722	0.9999	0.4922
0.6535	25.6722	4.8096	0.8773	0.9999	0.4886
0.6362	27.4232	5.2984	0.8845	0.9999	0.4798
0.6310	29.2392	5.1955	0.8897	0.9999	0.4846
0.6304	31.0742	4.8310	0.8914	0.9999	0.4878
0.6092	32.9922	5.2617	0.9013	0.9999	0.4787
0.6074	34.9170	4.8304	0.9035	0.9999	0.4812
0.5951	36.9042	4.8326	0.9087	0.9999	0.4777
0.5988	38.9508	4.2101	0.9105	0.9999	0.4888
0.5829	41.0182	3.9531	0.9170	0.9999	0.4833
0.5736	43.1464	3.6954	0.9190	0.9999	0.4806
0.5654	45.3228	3.2875	0.9187	0.9999	0.4755
0.5530	47.5798	2.9039	0.9187	0.9999	0.4718
0.5549	49.8232	2.1735	0.9039	0.9999	0.4719
0.5319	52.1066	1.7904	0.8886	0.9999	0.4581
0.5309	54.4762	1.1103	0.8400	0.9999	0.4643
0.5228	56.9670	0.5258	0.7559	0.9999	0.4580
0.5156	59.6270	0.0094	0.6336	0.9999	0.4523
0.5312	62.6118	-0.2026	0.4939	0.9999	0.4642
0.5452	66.5066	-0.8649	0.3561	0.9999	0.4756
0.5847	72.2096	-1.6110	0.2714	0.9999	0.4909
0.6703	84.4672	-1.7476	0.2787	0.9999	0.5183
