alpha = 0.7700
gamma = 60.0000
prob.endemic = 0.3000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 439387274
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6546	0.0000	7.6991	0.8162	0.9999	0.5099
0.6151	1.1110	10.6407	0.8540	0.9999	0.4963
0.5889	2.2858	11.8199	0.8799	0.9999	0.4905
0.5730	3.5258	12.3616	0.8990	0.9999	0.4913
0.5486	4.8174	13.2782	0.9217	0.9999	0.4849
0.5356	6.1498	13.6176	0.9313	0.9999	0.4812
0.5220	7.5018	14.2697	0.9460	0.9999	0.4800
0.5182	8.8718	14.1627	0.9505	0.9999	0.4794
0.5097	10.2740	13.8002	0.9553	0.9999	0.4742
0.5017	11.6974	13.9071	0.9666	0.9999	0.4775
0.4912	13.1416	14.0724	0.9689	0.9999	0.4677
0.4920	14.5998	13.4701	0.9732	0.9999	0.4722
0.4831	16.0672	13.2107	0.9784	0.9999	0.4675
0.4780	17.5634	13.3783	0.9780	0.9999	0.4627
0.4813	19.0294	12.4438	0.9814	0.9999	0.4700
0.4694	20.5478	12.2849	0.9855	0.9999	0.4601
0.4684	22.0830	11.9353	0.9875	0.9999	0.4614
0.4640	23.6080	11.7084	0.9892	0.9999	0.4583
0.4638	25.1420	10.9982	0.9906	0.9999	0.4593
0.4631	26.6618	10.5319	0.9899	0.9999	0.4585
0.4625	28.2138	9.8927	0.9905	0.9999	0.4593
0.4548	29.7846	9.7237	0.9902	0.9999	0.4520
0.4525	31.3652	9.2538	0.9912	0.9999	0.4502
0.4606	32.9102	8.4074	0.9904	0.9999	0.4591
0.4453	34.5096	8.3076	0.9900	0.9999	0.4434
0.4504	36.1066	7.5411	0.9901	0.9999	0.4493
0.4504	37.7174	6.9957	0.9892	0.9999	0.4496
0.4456	39.3234	6.5372	0.9859	0.9999	0.4437
0.4371	40.9764	6.2120	0.9853	0.9999	0.4360
0.4330	42.6322	5.6193	0.9850	0.9999	0.4327
0.4294	44.2564	5.1078	0.9802	0.9999	0.4291
0.4189	45.9224	4.5884	0.9781	0.9999	0.4185
0.4129	47.6382	4.0367	0.9718	0.9999	0.4124
0.4095	49.3682	3.4098	0.9606	0.9999	0.4092
0.4042	51.1074	2.7221	0.9414	0.9999	0.4038
0.3940	52.9110	2.0348	0.9101	0.9999	0.3937
0.3793	54.8020	1.4239	0.8488	0.9999	0.3791
0.3639	56.8500	0.7160	0.7461	0.9999	0.3635
0.3391	59.2346	-0.0554	0.5861	0.9999	0.3388
0.3267	62.8190	-1.2004	0.3594	0.9999	0.3263
