alpha = 0.1700
gamma = 60.0000
prob.endemic = 0.3000
Num. spacers = 40, Tmax = 5000, Num. replicates = 5000
seed = 1246978813
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6509	0.0000	9.0061	0.9137	0.9999	0.5010
0.5896	1.1556	12.7900	0.9429	0.9999	0.4900
0.5572	2.3804	14.7491	0.9580	0.9999	0.4825
0.5457	3.6710	15.0740	0.9656	0.9999	0.4858
0.5347	4.9970	14.8566	0.9721	0.9999	0.4867
0.5219	6.3574	15.4181	0.9774	0.9999	0.4827
0.5183	7.7398	14.8497	0.9817	0.9999	0.4874
0.5115	9.1554	14.8177	0.9858	0.9999	0.4873
0.5010	10.5792	14.9945	0.9874	0.9999	0.4801
0.4886	12.0006	15.1170	0.9903	0.9999	0.4729
0.4904	13.4740	14.4951	0.9906	0.9999	0.4755
0.4919	14.9366	14.1155	0.9918	0.9999	0.4788
0.4807	16.4294	14.2222	0.9939	0.9999	0.4713
0.4839	17.9170	13.4548	0.9956	0.9999	0.4777
0.4800	19.4000	13.1928	0.9959	0.9999	0.4743
0.4713	20.9070	13.1629	0.9965	0.9999	0.4664
0.4787	22.4014	12.2932	0.9968	0.9999	0.4746
0.4708	23.8868	11.8644	0.9971	0.9999	0.4678
0.4711	25.4158	11.4684	0.9973	0.9999	0.4681
0.4645	26.9564	11.2294	0.9975	0.9999	0.4621
0.4606	28.4806	10.8158	0.9982	0.9999	0.4591
0.4630	30.0110	10.2930	0.9980	0.9999	0.4615
0.4637	31.5434	9.6906	0.9981	0.9999	0.4627
0.4554	33.0848	9.5589	0.9981	0.9999	0.4545
0.4605	34.6620	8.5471	0.9974	0.9999	0.4589
0.4652	36.2352	7.9070	0.9976	0.9999	0.4643
0.4562	37.7824	7.6118	0.9975	0.9999	0.4556
0.4500	39.3456	7.2425	0.9977	0.9999	0.4499
0.4504	40.9240	6.7223	0.9974	0.9999	0.4500
0.4452	42.5132	6.3614	0.9967	0.9999	0.4448
0.4480	44.1146	5.5418	0.9956	0.9999	0.4473
0.4346	45.7382	5.4348	0.9949	0.9999	0.4342
0.4331	47.3680	4.7219	0.9937	0.9999	0.4329
0.4238	49.0264	4.2132	0.9913	0.9999	0.4236
0.4205	50.7306	3.5123	0.9882	0.9999	0.4204
0.4074	52.4074	3.0064	0.9808	0.0000	0.4074
0.3975	54.1680	2.4129	0.9627	0.9999	0.3974
0.3845	56.0100	1.7747	0.9189	0.9999	0.3844
0.3652	57.9982	1.0709	0.8320	0.9999	0.3650
0.3460	60.5636	0.2485	0.6521	0.9999	0.3458
