alpha = 0.2800
gamma = 0.0000
prob.endemic = 0.3000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 40575936
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6538	0.0000	1.2730	0.7200	0.9999	0.5009
0.6522	1.0585	0.9047	0.5163	0.9999	0.4975
0.6724	2.2513	0.6880	0.4344	0.9999	0.5117
0.6956	3.6384	0.5818	0.4003	0.9999	0.5393
0.7280	5.3232	0.6186	0.3990	0.9999	0.5549
0.7614	7.4377	0.8256	0.4148	0.9999	0.5717
0.8039	10.2671	1.2703	0.4468	0.9999	0.5998
0.8590	14.3827	1.2704	0.5053	0.9999	0.6335
0.9135	21.4105	1.2698	0.5789	0.9999	0.6670
0.9676	36.7904	1.2683	0.6586	0.9999	0.7339
