alpha = 0.1300
gamma = 15.0000
prob.endemic = 0.6000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 997666132
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8021	0.0000	2.0433	0.9207	0.9999	0.4998
0.7626	1.1414	2.0431	0.9306	0.9999	0.4994
0.7284	2.4376	5.7036	0.9380	0.9999	0.4905
0.6928	3.8929	18.1257	0.9467	0.9999	0.4898
0.6638	5.4875	31.2211	0.9536	0.9999	0.4887
0.6259	7.2252	37.0111	0.9612	0.9999	0.4812
0.5963	9.1222	23.6583	0.9659	0.9999	0.4776
0.5640	11.1526	10.3420	0.9581	0.9999	0.4681
0.5392	13.3860	3.3678	0.8876	0.9999	0.4615
0.5717	16.3776	2.0392	0.7025	0.9999	0.4805
