alpha = 0.1000
gamma = 15.0000
prob.endemic = 0.9000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1282488974
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9512	0.0000	2.3060	0.9100	0.9999	0.5098
0.9425	1.1116	2.3058	0.9117	0.9999	0.5095
0.9390	2.3447	2.3056	0.9123	0.9999	0.5089
0.9247	3.7508	2.3053	0.9149	0.9999	0.4972
0.9109	5.3825	2.3049	0.9173	0.9999	0.4945
0.8987	7.2542	2.3047	0.9193	0.9999	0.4929
0.8724	9.4610	2.3042	0.9207	0.9999	0.4832
0.8566	12.2160	2.3035	0.9080	0.9999	0.4892
0.8701	16.0197	2.3026	0.8708	0.9999	0.5029
0.9381	23.9611	2.3007	0.8648	0.9999	0.5519
