alpha = 0.1300
gamma = 0.0000
prob.endemic = 0.1000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1327852446
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5519	0.0000	2.0402	0.8700	0.9999	0.5036
0.5455	1.0332	1.1062	0.5950	0.9999	0.4978
0.5757	2.1626	0.6823	0.4655	0.9999	0.5235
0.5991	3.4963	0.4309	0.3955	0.9999	0.5439
0.6343	5.1566	0.3179	0.3717	0.9999	0.5674
0.6901	7.3755	0.3826	0.3923	0.9999	0.6119
0.7511	10.6009	0.6177	0.4417	0.9999	0.6554
0.8279	16.0782	1.3732	0.5373	0.9999	0.7053
0.9070	26.8906	2.0315	0.6660	0.9999	0.7597
0.9714	54.3558	2.0280	0.7944	0.9999	0.8343
