alpha = 0.1000
gamma = 0.0000
prob.endemic = 0.4000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1956729551
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6932	0.0000	2.3026	0.9000	0.9999	0.4959
0.7086	1.0592	1.9543	0.7259	0.9999	0.5057
0.7472	2.2982	1.9343	0.6539	0.9999	0.5409
0.8122	3.8786	2.3012	0.6670	0.9999	0.5929
0.8726	5.9539	2.3007	0.7123	0.9999	0.6534
0.9326	8.7444	2.3003	0.7810	0.9999	0.7260
0.9675	12.6858	2.2996	0.8313	0.9999	0.7886
0.9873	18.2915	2.2984	0.8673	0.9999	0.8513
0.9956	27.0287	2.2966	0.8870	0.9999	0.9026
0.9994	44.9303	2.2932	0.8966	0.9999	0.9687
