alpha = 0.4600
gamma = 15.0000
prob.endemic = 0.2000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 508825889
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5970	0.0000	1039.4758	0.8906	0.9999	0.4939
0.4944	1.2508	14673.6160	0.9624	0.9999	0.4595
0.4609	2.5987	11455.4872	0.9794	0.9999	0.4421
0.4389	4.0163	7662.4900	0.9878	0.9999	0.4289
0.4265	5.4782	2408.6679	0.9914	0.9999	0.4209
0.4087	6.9727	1010.6646	0.9933	0.9999	0.4056
0.3972	8.5104	288.8116	0.9921	0.9999	0.3958
0.3741	10.1209	84.4858	0.9851	0.9999	0.3734
0.3452	11.8483	17.9201	0.9475	0.9999	0.3447
0.2844	13.8324	3.0767	0.7666	0.9999	0.2843
