alpha = 0.7700
gamma = 20.0000
prob.endemic = 0.2000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 2127465027
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5991	0.0000	3366.4941	0.8067	0.9999	0.4965
0.4265	1.4921	2691794.5666	0.9757	0.9999	0.4131
0.4024	3.0776	1403187.7681	0.9922	0.9999	0.3984
0.3856	4.7454	498639.0989	0.9965	0.9999	0.3841
0.3723	6.4414	174475.7827	0.9978	0.9999	0.3716
0.3546	8.2210	52850.3002	0.9983	0.9999	0.3544
0.3383	10.0686	12105.7590	0.9977	0.0000	0.3383
0.3130	12.0296	2169.7634	0.9956	0.0000	0.3130
0.2792	14.1528	366.5932	0.9828	0.0000	0.2792
0.2074	16.6683	38.6653	0.8999	0.0000	0.2074
