alpha = 0.4600
gamma = 0.0000
prob.endemic = 0.1000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 826320568
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5470	0.0000	0.7765	0.5400	0.9999	0.4995
0.5536	1.0633	0.4307	0.3247	0.9999	0.5048
0.5611	2.2480	0.2325	0.2367	0.9999	0.5111
0.5645	3.5800	0.1197	0.1896	0.9999	0.5131
0.5809	5.1275	0.0643	0.1692	0.9999	0.5251
0.5914	7.0082	0.0316	0.1550	0.9999	0.5310
0.6078	9.3647	0.0174	0.1512	0.9999	0.5422
0.6336	12.5715	0.0114	0.1558	0.9999	0.5574
0.6763	17.5999	0.0140	0.1817	0.9999	0.5768
0.7456	28.7983	0.1132	0.2439	0.9999	0.5960
