alpha = 0.2800
gamma = 5.0000
prob.endemic = 0.2000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1322493240
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.6000	0.0000	13.2643	0.9237	0.9999	0.5030
0.5912	1.0242	9.0233	0.9225	0.9999	0.4988
0.5787	2.0736	5.8533	0.9181	0.9999	0.4890
0.5720	3.1504	3.3177	0.9015	0.9999	0.4867
0.5586	4.2578	1.7485	0.8346	0.9999	0.4777
0.5572	5.4290	1.2730	0.6280	0.9999	0.4759
0.5708	6.7906	0.5693	0.4061	0.9999	0.4880
0.6149	8.5969	0.3371	0.3344	0.9999	0.5201
0.6901	11.6076	0.3370	0.3441	0.9999	0.5652
0.8165	19.2454	1.2671	0.4588	0.9999	0.6235
