alpha = 0.3600
gamma = 0.0000
prob.endemic = 0.2000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1434607383
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5967	0.0000	1.0217	0.6400	0.9999	0.4984
0.5995	1.0591	0.6306	0.4214	0.9999	0.5030
0.6135	2.2346	0.3934	0.3330	0.9999	0.5080
0.6331	3.5866	0.2719	0.2949	0.9999	0.5248
0.6503	5.1876	0.1933	0.2758	0.9999	0.5356
0.6744	7.1656	0.1661	0.2756	0.9999	0.5474
0.7101	9.7296	0.1958	0.2919	0.9999	0.5654
0.7517	13.3282	0.3704	0.3239	0.9999	0.5871
0.8072	19.3463	1.0165	0.3774	0.9999	0.6116
0.8937	33.4916	1.0172	0.4834	0.9999	0.6541
