alpha = 0.1000
gamma = 20.0000
prob.endemic = 0.1000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1584752569
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5553	0.0000	258400.5020	0.9883	0.9999	0.5048
0.4159	1.5544	24906780.4312	0.9995	0.9999	0.4130
0.3926	3.1537	19463112.9904	0.9999	0.9999	0.3923
0.3818	4.7926	5441554.5890	1.0000	0.0000	0.3818
0.3704	6.4823	1215509.9656	1.0000	0.0000	0.3704
0.3577	8.2154	338896.2330	1.0000	0.0000	0.3577
0.3380	10.0247	88572.2540	1.0000	0.0000	0.3380
0.3121	11.9220	21393.0099	1.0000	0.0000	0.3121
0.2779	13.9997	3281.3527	0.9999	0.0000	0.2779
0.2063	16.4617	367.0372	0.9927	0.0000	0.2063
