alpha = 0.6000
gamma = 5.0000
prob.endemic = 0.6000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 842585007
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8032	0.0000	0.5111	0.5989	0.9999	0.5050
0.7844	1.0761	0.5110	0.6065	0.9999	0.4913
0.7681	2.2316	0.5110	0.6012	0.9999	0.4797
0.7490	3.4739	0.5109	0.5619	0.9999	0.4712
0.7375	4.8600	0.5108	0.4444	0.9999	0.4641
0.7417	6.4707	0.5107	0.3155	0.9999	0.4670
0.7483	8.4452	0.5104	0.2622	0.9999	0.4680
0.7792	11.1393	0.5103	0.2591	0.9999	0.4823
0.8126	15.1403	0.5101	0.2691	0.9999	0.5013
0.8655	23.5211	0.5097	0.2998	0.9999	0.5131
