alpha = 0.4600
gamma = 5.0000
prob.endemic = 0.9000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1243661022
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9481	0.0000	0.7769	0.5814	0.9999	0.4861
0.9449	1.0934	0.7768	0.5821	0.9999	0.4925
0.9381	2.3140	0.7768	0.5836	0.9999	0.4844
0.9320	3.6868	0.7767	0.5730	0.9999	0.4698
0.9287	5.2678	0.7765	0.5361	0.9999	0.4693
0.9337	7.1376	0.7764	0.5067	0.9999	0.4781
0.9394	9.4930	0.7762	0.4925	0.9999	0.4948
0.9547	12.6982	0.7759	0.4998	0.9999	0.4912
0.9701	17.4416	0.7756	0.5098	0.9999	0.5395
0.9865	27.4131	0.7749	0.5246	0.9999	0.5732
