alpha = 0.2200
gamma = 10.0000
prob.endemic = 0.5000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 410766516
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.7514	0.0000	1.5156	0.8848	0.9999	0.5005
0.7256	1.0759	3.3387	0.8942	0.9999	0.4936
0.7110	2.2331	5.1943	0.9014	0.9999	0.5007
0.6828	3.4722	7.0836	0.9085	0.9999	0.4831
0.6612	4.7967	6.7382	0.9145	0.9999	0.4821
0.6340	6.2042	5.4356	0.9183	0.9999	0.4776
0.6122	7.7291	3.0102	0.8937	0.9999	0.4682
0.5970	9.3900	1.5144	0.7948	0.9999	0.4666
0.6129	11.4246	1.5137	0.6123	0.9999	0.4751
0.7353	15.6775	1.4477	0.5368	0.9999	0.5301
