alpha = 0.3600
gamma = 10.0000
prob.endemic = 0.0000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 395535432
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.4984	0.0000	1082.6093	0.9802	0.9999	0.4984
0.4863	1.0260	654.0477	0.9823	0.9999	0.4861
0.4758	2.0748	361.2713	0.9850	0.0000	0.4758
0.4677	3.1518	184.1884	0.9854	0.0000	0.4677
0.4610	4.2442	82.4290	0.9842	0.9999	0.4609
0.4453	5.3643	44.9223	0.9818	0.0000	0.4453
0.4302	6.5141	18.8660	0.9751	0.0000	0.4302
0.4183	7.7114	6.8959	0.9480	0.0000	0.4183
0.3923	8.9877	2.4753	0.8390	0.0000	0.3923
0.3642	10.5476	1.0217	0.5205	0.0000	0.3642
