alpha = 0.1000
gamma = 0.0000
prob.endemic = 0.8000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1324279642
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9001	0.0000	2.3026	0.9000	0.9999	0.4966
0.9056	1.0937	2.3024	0.8431	0.9999	0.5072
0.9311	2.3634	2.3021	0.8336	0.9999	0.5638
0.9583	3.8648	2.3017	0.8487	0.9999	0.6126
0.9789	5.6828	2.3014	0.8685	0.9999	0.6919
0.9900	7.9420	2.3007	0.8822	0.9999	0.7740
0.9955	10.8024	2.3003	0.8905	0.9999	0.8266
0.9984	14.6383	2.2994	0.8961	0.9999	0.8796
0.9994	20.3460	2.2982	0.8978	0.9999	0.9338
0.9998	31.9615	2.2959	0.8989	0.9999	0.9840
