alpha = 0.6000
gamma = 0.0000
prob.endemic = 0.7000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1701615830
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8514	0.0000	0.5108	0.4000	0.9999	0.5020
0.8515	1.1033	0.5108	0.3438	0.9999	0.4928
0.8517	2.3336	0.5107	0.3216	0.9999	0.5030
0.8683	3.7411	0.5106	0.3197	0.9999	0.5156
0.8740	5.4043	0.5105	0.3159	0.9999	0.5236
0.8825	7.4113	0.5104	0.3173	0.9999	0.5205
0.8987	9.9208	0.5103	0.3241	0.9999	0.5435
0.9112	13.2956	0.5101	0.3308	0.9999	0.5482
0.9229	18.3687	0.5099	0.3393	0.9999	0.5383
0.9558	29.1778	0.5093	0.3609	0.9999	0.5815
