alpha = 0.1700
gamma = 15.0000
prob.endemic = 0.9000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1926410342
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.9508	0.0000	1.7746	0.8463	0.9999	0.4847
0.9403	1.1107	1.7744	0.8496	0.9999	0.4868
0.9362	2.3587	1.7743	0.8514	0.9999	0.4958
0.9293	3.7595	1.7741	0.8537	0.9999	0.5015
0.9115	5.3997	1.7737	0.8591	0.9999	0.4936
0.8966	7.2692	1.7736	0.8628	0.9999	0.4869
0.8735	9.5555	1.7732	0.8651	0.9999	0.4813
0.8509	12.3371	1.7727	0.8464	0.9999	0.4697
0.8643	16.2214	1.7720	0.7975	0.9999	0.4945
0.9313	24.2546	1.7704	0.7833	0.9999	0.5327
