alpha = 0.3600
gamma = 20.0000
prob.endemic = 0.2000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 360467105
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5991	0.0000	12130.5970	0.9209	0.9999	0.5007
0.4273	1.5500	7898008.2136	0.9941	0.9999	0.4192
0.4043	3.1749	5157454.4775	0.9985	0.9999	0.4022
0.3919	4.8479	1583011.5488	0.9995	0.9999	0.3913
0.3812	6.5722	403365.0938	0.9997	0.9999	0.3807
0.3611	8.3474	136724.9659	0.9999	0.9999	0.3610
0.3462	10.2072	26935.1050	0.9999	0.9999	0.3462
0.3218	12.1539	5861.4897	0.9997	0.0000	0.3218
0.2835	14.2680	1010.7056	0.9973	0.0000	0.2835
0.2176	16.7643	100.9363	0.9615	0.0000	0.2176
