alpha = 0.7700
gamma = 20.0000
prob.endemic = 0.1000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 895280908
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.5501	0.0000	34745.2972	0.8775	0.9999	0.4997
0.4005	1.4848	7290278.8438	0.9933	0.9999	0.3973
0.3795	3.0282	4279973.1736	0.9985	0.9999	0.3792
0.3687	4.6207	1033747.0773	0.9994	0.0000	0.3687
0.3539	6.2842	352863.2412	0.9995	0.9999	0.3539
0.3400	7.9833	103625.5971	0.9998	0.0000	0.3400
0.3172	9.7406	31618.8956	0.9997	0.0000	0.3172
0.2932	11.6617	5661.6129	0.9988	0.0000	0.2932
0.2567	13.7552	1008.5668	0.9944	0.0000	0.2567
0.1885	16.2574	101.5275	0.9471	0.0000	0.1885
