alpha = 0.2800
gamma = 15.0000
prob.endemic = 0.7000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1011720902
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8513	0.0000	1.2749	0.8014	0.9999	0.5041
0.8290	1.1237	1.2747	0.8124	0.9999	0.4984
0.8013	2.4057	1.2746	0.8271	0.9999	0.4960
0.7748	3.8234	1.2745	0.8402	0.9999	0.4920
0.7355	5.4302	1.6807	0.8573	0.9999	0.4784
0.7092	7.2133	3.9338	0.8715	0.9999	0.4878
0.6732	9.2487	4.3480	0.8794	0.9999	0.4784
0.6265	11.5519	2.8897	0.8583	0.9999	0.4619
0.6041	14.1832	1.2733	0.7334	0.9999	0.4599
0.6556	18.4299	1.2714	0.5343	0.9999	0.4787
