alpha = 0.2200
gamma = 15.0000
prob.endemic = 0.7000
Num. spacers = 10, Tmax = 5000, Num. replicates = 10000
seed = 1630116041
beta	age	efficacy	fitness	endemicBeta	epidemicBeta (means)
0.8438	0.0000	1.5164	0.8466	0.9999	0.4959
0.8263	1.1277	1.5162	0.8533	0.9999	0.4915
0.8061	2.4003	1.5161	0.8623	0.9999	0.4946
0.7726	3.8234	1.5159	0.8753	0.9999	0.4898
0.7383	5.4228	2.0122	0.8887	0.9999	0.4838
0.7116	7.2040	4.1281	0.8981	0.9999	0.4839
0.6757	9.2037	4.8522	0.9065	0.9999	0.4780
0.6325	11.4455	3.4486	0.8923	0.9999	0.4668
0.6173	14.0588	1.5146	0.7842	0.9999	0.4708
0.6718	18.2816	1.5126	0.6043	0.9999	0.4847
